Time;Channel 1.1;Channel 1.2;Channel 1.3;Channel 1.4;Channel 2.1;Channel 2.2;Channel 2.3;Channel 2.4
04-05-2020_14-37-07-487;-21.7091;6.105657;13.752098;437.4945;345.9158;281.4722;249.8322;182.8056
04-05-2020_14-37-07-507;-21.7091;6.290287;13.777939;437.4945;347.2454;281.9006;249.651;184.5602
04-05-2020_14-37-07-527;-21.7091;5.882408;14.215826;437.4945;346.0379;282.1477;248.9818;184.6352
04-05-2020_14-37-07-547;-21.7091;5.833279;13.621293;437.4945;345.902;281.2401;248.9932;182.9513
04-05-2020_14-37-07-567;-21.7091;6.275385;13.582186;437.4945;346.1792;281.3546;248.4039;182.9139
04-05-2020_14-37-07-587;-21.7091;5.979176;13.73015;437.4945;346.2575;280.4107;248.5941;182.7867
04-05-2020_14-37-07-607;-21.7091;5.463235;13.506012;437.4945;347.5376;280.7966;248.8701;182.9987
04-05-2020_14-37-07-627;-21.7091;5.08899;13.264758;437.4945;346.7347;280.6485;249.5585;183.6973
04-05-2020_14-37-07-647;-21.7091;5.199445;12.571671;437.4945;347.983;282.6669;250.2485;184.3836
04-05-2020_14-37-07-667;-21.7091;5.337837;13.846655;437.4945;345.673;278.4141;247.541;182.9449
04-05-2020_14-37-07-687;-21.7091;5.163368;14.176443;437.4945;346.2593;279.7135;248.8989;183.3594
04-05-2020_14-37-07-707;-21.7091;5.148096;13.900273;437.4945;346.9214;279.2382;250.4982;183.4083
04-05-2020_14-37-07-727;-21.7091;5.012733;12.40547;437.4945;346.4272;282.412;251.2118;183.8429
04-05-2020_14-37-07-747;-21.7091;5.307842;12.364242;437.4945;345.9725;282.8013;250.5688;183.1204
04-05-2020_14-37-07-767;-21.7091;5.217676;13.876884;437.4945;347.9749;279.8778;249.8754;182.6928
04-05-2020_14-37-07-787;-21.7091;4.6019;12.721106;437.4945;347.0563;280.383;248.8311;183.6113
04-05-2020_14-37-07-807;-21.7091;4.590766;12.544479;437.4945;349.1534;281.1518;249.5719;184.2153
04-05-2020_14-37-07-827;-21.7091;4.689031;11.746373;437.4945;348.4223;283.0583;250.5263;182.4412
04-05-2020_14-37-07-847;-21.7091;5.017003;12.403642;437.4945;347.6363;280.4129;250.0965;183.4437
04-05-2020_14-37-07-867;-21.7091;5.671595;13.600847;437.4945;347.6202;280.3362;250.3569;182.6896
04-05-2020_14-37-07-887;-21.7091;5.9607;12.920251;437.4945;345.8325;279.1764;247.3102;181.3643
04-05-2020_14-37-07-907;-21.7091;5.986222;13.730282;437.4945;347.5361;282.0022;248.5473;183.5999
04-05-2020_14-37-07-927;-21.7091;6.287632;14.603047;437.4945;347.215;280.1043;247.8217;183.935
04-05-2020_14-37-07-947;-21.7091;7.449682;13.124108;437.4945;347.681;281.8822;248.0471;183.6591
04-05-2020_14-37-07-967;-21.7091;7.629201;12.877371;437.4945;346.7266;280.5227;248.4481;181.9666
04-05-2020_14-37-07-987;-21.7091;7.257156;12.991893;437.4945;347.7038;280.5882;248.3639;182.2455
04-05-2020_14-37-08-007;-21.7091;7.339763;12.642047;437.4945;346.7324;280.896;248.2739;182.7596
04-05-2020_14-37-08-027;-21.7091;7.071634;13.990953;437.4945;347.3506;279.1176;247.9805;183.6711
04-05-2020_14-37-08-047;-21.7091;7.873386;13.706486;437.4945;345.7566;280.6912;248.9128;182.4175
04-05-2020_14-37-08-067;-21.7091;7.219227;14.131621;437.4945;348.7984;282.4103;249.3609;183.7508
04-05-2020_14-37-08-087;-21.7091;6.140363;12.792695;437.4945;347.4862;281.3918;249.5365;182.8676
04-05-2020_14-37-08-107;-21.7091;5.796072;13.06236;437.4945;346.6139;280.5433;247.3847;183.3929
04-05-2020_14-37-08-127;-21.7091;6.067569;12.083965;437.4945;346.8414;280.8076;247.9011;183.5045
04-05-2020_14-37-08-147;-21.7091;5.394104;11.775192;437.4945;348.2321;282.3244;248.8116;185.2049
04-05-2020_14-37-08-167;-21.7091;4.91993;11.777524;437.4945;347.3966;280.9219;247.8084;183.8822
04-05-2020_14-37-08-187;-21.7091;4.140474;11.609256;437.4945;348.0607;280.7703;248.7717;184.6587
04-05-2020_14-37-08-207;-21.7091;4.831537;11.517973;437.4945;347.5191;278.9054;249.1498;183.7311
04-05-2020_14-37-08-227;-21.7091;4.896631;12.798269;437.4945;347.332;279.7547;248.9019;184.3382
04-05-2020_14-37-08-247;-21.7091;5.357196;13.651863;437.4945;347.0912;280.0231;247.3399;183.6268
04-05-2020_14-37-08-267;-21.7091;4.818511;12.827808;437.4945;346.2913;281.0521;249.1768;184.4916
04-05-2020_14-37-08-287;-21.7091;5.343947;11.04926;437.4945;345.5035;280.641;248.9966;183.0046
04-05-2020_14-37-08-307;-21.7091;5.54016;11.360844;437.4945;347.863;279.5083;248.374;184.2761
04-05-2020_14-37-08-327;-21.7091;5.891051;11.609653;437.4945;347.9744;281.7984;249.7908;183.6675
04-05-2020_14-37-08-347;-21.7091;5.901294;12.303721;437.4945;348.149;281.8511;249.2019;183.8487
04-05-2020_14-37-08-367;-21.7091;5.938893;12.280684;437.4945;348.2703;282.4731;249.2486;183.8734
04-05-2020_14-37-08-387;-21.7091;6.481281;12.882167;437.4945;348.2659;281.3571;248.3201;184.3283
04-05-2020_14-37-08-407;-21.7091;6.979104;13.594674;437.4945;347.9705;280.4378;247.8426;184.4772
04-05-2020_14-37-08-427;-21.7091;7.172741;13.856159;437.4945;348.6162;280.1313;248.6053;184.4553
04-05-2020_14-37-08-447;-21.7091;6.523558;13.138603;437.4945;347.9326;280.9063;249.5955;184.0319
04-05-2020_14-37-08-467;-21.7091;6.767696;12.204431;437.4945;348.763;282.9113;247.2472;183.596
04-05-2020_14-37-08-487;-21.7091;6.509461;12.342544;437.4945;347.9675;281.9149;249.1688;183.4203
04-05-2020_14-37-08-507;-21.7091;6.397111;12.087248;437.4945;347.2938;281.6823;248.4931;183.1982
04-05-2020_14-37-08-527;-21.7091;5.627395;12.69856;437.4945;346.8133;278.8789;250.4365;184.1154
04-05-2020_14-37-08-547;-21.7091;4.59587;11.761119;437.4945;347.8612;280.5556;249.1208;182.8053
04-05-2020_14-37-08-567;-21.7091;4.640061;10.989552;437.4945;349.4897;284.3564;252.6322;183.6398
04-05-2020_14-37-08-587;-21.7091;4.704588;12.01692;437.4945;347.4053;282.1807;248.3182;183.1301
04-05-2020_14-37-08-607;-21.7091;4.474408;12.440666;437.4945;347.9748;280.9675;250.5749;183.5245
04-05-2020_14-37-08-627;-21.7091;4.270381;11.406962;437.4945;347.2688;283.4346;251.4369;184.1911
04-05-2020_14-37-08-647;-21.7091;3.398649;11.47736;437.4945;347.4759;281.2801;250.1498;183.575
04-05-2020_14-37-08-667;-21.7091;3.637334;11.476741;437.4945;348.4467;281.5274;251.1853;183.6021
04-05-2020_14-37-08-687;-21.7091;4.898676;11.271215;437.4945;348.4275;283.5872;251.6355;183.5652
04-05-2020_14-37-08-707;-21.7091;5.40181;12.275854;437.4945;349.3627;284.155;252.8645;184.4437
04-05-2020_14-37-08-727;-21.7091;5.034382;12.685633;437.4945;348.7154;282.068;250.9365;183.2176
04-05-2020_14-37-08-747;-21.7091;5.151413;12.79214;437.4945;347.9563;282.7183;252.0873;184.624
04-05-2020_14-37-08-767;-21.7091;6.621172;13.290878;437.4945;349.3222;282.3739;251.8545;184.669
04-05-2020_14-37-08-787;-21.7091;7.752609;13.722734;437.4945;348.3871;283.5054;251.2014;184.8322
04-05-2020_14-37-08-807;-21.7091;7.600767;14.121746;437.4945;350.6643;284.0945;253.4944;186.0958
04-05-2020_14-37-08-827;-21.7091;6.48163;14.147941;437.4945;348.8539;282.5663;252.7994;184.9431
04-05-2020_14-37-08-847;-21.7091;6.290868;13.135048;437.4945;349.6193;285.5743;252.9485;184.1326
04-05-2020_14-37-08-867;-21.7091;7.032237;13.52018;437.4945;347.1224;282.6486;251.9399;183.7599
04-05-2020_14-37-08-887;-21.7091;6.668942;13.443172;437.4945;349.0707;284.4035;250.5432;184.6742
04-05-2020_14-37-08-907;-21.7091;5.762467;12.875739;437.4945;346.9078;285.486;250.8098;184.6576
04-05-2020_14-37-08-927;-21.7091;5.157594;12.740816;437.4945;347.655;284.5749;251.0676;184.0964
04-05-2020_14-37-08-947;-21.7091;5.292431;13.387593;437.4945;347.4751;284.5442;250.9328;186.7008
04-05-2020_14-37-08-967;-21.7091;5.862627;13.849192;437.4945;346.1678;281.2241;248.368;184.654
04-05-2020_14-37-08-987;-21.7091;5.459764;14.081902;437.4945;347.0047;281.4074;248.7793;184.9558
04-05-2020_14-37-09-007;-21.7091;4.82812;12.883774;437.4945;347.142;284.5373;250.4315;185.0781
04-05-2020_14-37-09-027;-21.7091;4.591323;12.315706;437.4945;346.5873;283.2238;250.1499;184.901
04-05-2020_14-37-09-047;-21.7091;4.676229;12.163713;437.4945;345.808;283.279;250.9629;184.5883
04-05-2020_14-37-09-067;-21.7091;5.11157;12.517943;437.4945;348.3542;282.8616;251.307;185.5451
04-05-2020_14-37-09-087;-21.7091;5.239675;12.215163;437.4945;346.7355;283.8078;251.5114;184.5059
04-05-2020_14-37-09-107;-21.7091;5.200889;11.950389;437.4945;349.0139;286.5603;250.9789;186.0705
04-05-2020_14-37-09-127;-21.7091;5.70288;12.918591;437.4945;347.631;283.9014;251.3039;184.6914
04-05-2020_14-37-09-147;-21.7091;6.319352;13.546428;437.4945;347.5746;283.9333;250.8963;184.9487
04-05-2020_14-37-09-167;-21.7091;6.709645;13.577068;437.4945;347.3941;282.9811;250.6643;185.5536
04-05-2020_14-37-09-187;-21.7091;6.344718;14.306312;437.4945;348.0336;281.6569;251.412;186.1278
04-05-2020_14-37-09-207;-21.7091;6.476001;13.195889;437.4945;346.3648;282.5423;250.9257;184.0708
04-05-2020_14-37-09-227;-21.7091;6.347195;12.918255;437.4945;348.2283;284.4651;251.6218;185.5788
04-05-2020_14-37-09-247;-21.7091;6.532722;13.727147;437.4945;349.4969;284.1474;252.8317;186.2151
04-05-2020_14-37-09-267;-21.7091;6.530897;12.294877;437.4945;346.9113;283.1351;249.8328;183.2448
04-05-2020_14-37-09-287;-21.7091;5.996576;13.185878;437.4945;347.8652;282.0668;251.2037;184.756
04-05-2020_14-37-09-307;-21.7091;5.305773;13.109579;437.4945;349.6152;282.8233;252.0012;185.2844
04-05-2020_14-37-09-327;-21.7091;5.347845;12.923539;437.4945;349.181;283.3038;251.9411;184.5402
04-05-2020_14-37-09-347;-21.7091;5.221013;13.282422;437.4945;348.8568;280.9641;252.022;185.7609
04-05-2020_14-37-09-367;-21.7091;4.897528;13.119762;437.4945;348.1452;281.4348;250.4306;185.0875
04-05-2020_14-37-09-387;-21.7091;4.188099;11.754963;437.4945;348.3471;281.9431;250.0859;183.2964
04-05-2020_14-37-09-407;-21.7091;4.004843;11.697246;437.4945;349.6809;282.4811;250.6606;185.7424
04-05-2020_14-37-09-427;-21.7091;4.295061;12.302197;437.4945;348.3378;281.6393;251.07;184.4734
04-05-2020_14-37-09-447;-21.7091;4.839417;13.449162;437.4945;348.9595;282.0891;250.7679;185.1942
04-05-2020_14-37-09-467;-21.7091;5.463255;14.044399;437.4945;347.8175;279.6518;249.5834;184.4182
04-05-2020_14-37-09-487;-21.7091;5.291356;14.328163;437.4945;347.9869;281.5279;250.6503;184.0141
04-05-2020_14-37-09-507;-21.7091;6.485839;14.456892;437.4945;349.5012;283.5794;250.994;185.8719
04-05-2020_14-37-09-527;-21.7091;7.75089;15.07083;437.4945;348.6188;282.9404;250.3736;185.8991
04-05-2020_14-37-09-547;-21.7091;7.968923;13.58556;437.4945;347.8294;284.5573;250.944;184.6961
04-05-2020_14-37-09-567;-21.7091;7.339293;13.65619;437.4945;349.4846;280.8584;250.1188;184.9658
04-05-2020_14-37-09-587;-21.7091;7.312666;13.340938;437.4945;349.5231;282.7954;249.7532;184.6722
04-05-2020_14-37-09-607;-21.7091;7.783105;12.486695;437.4945;350.039;284.454;251.4282;185.3577
04-05-2020_14-37-09-627;-21.7091;7.327597;13.490661;437.4945;348.0994;281.2441;249.858;184.8695
04-05-2020_14-37-09-647;-21.7091;6.975922;13.478969;437.4945;349.7213;283.4533;250.0864;184.6291
04-05-2020_14-37-09-667;-21.7091;6.001915;12.882213;437.4945;348.0469;283.1825;249.7196;184.482
04-05-2020_14-37-09-687;-21.7091;5.276979;13.253522;437.4945;349.1714;281.2678;248.4855;185.0236
04-05-2020_14-37-09-707;-21.7091;5.42706;12.599566;437.4945;349.3535;283.4564;248.7375;185.126
04-05-2020_14-37-09-727;-21.7091;5.616589;12.864489;437.4945;348.5613;281.9066;249.3022;185.1502
04-05-2020_14-37-09-747;-21.7091;5.065264;12.707075;437.4945;348.7719;283.7616;248.9402;185.1332
04-05-2020_14-37-09-767;-21.7091;4.547871;12.110298;437.4945;348.2268;282.4402;249.2521;185.1191
04-05-2020_14-37-09-787;-21.7091;4.482208;11.56714;437.4945;348.1676;283.8992;249.9983;185.706
04-05-2020_14-37-09-807;-21.7091;4.749946;12.086364;437.4945;348.19;283.5072;250.8235;185.3077
04-05-2020_14-37-09-827;-21.7091;5.305391;13.009986;437.4945;348.7799;283.869;250.206;186.1488
04-05-2020_14-37-09-847;-21.7091;5.762263;13.051876;437.4945;348.9165;283.6735;250.6863;185.1284
04-05-2020_14-37-09-867;-21.7091;5.844223;13.189258;437.4945;349.4281;284.934;250.859;186.4843
04-05-2020_14-37-09-887;-21.7091;6.437912;13.19277;437.4945;348.9874;285.1447;251.7903;184.7317
04-05-2020_14-37-09-907;-21.7091;6.651263;13.561454;437.4945;348.5758;285.1284;251.3748;185.5249
04-05-2020_14-37-09-927;-21.7091;7.272447;13.358751;437.4945;349.7401;286.6604;252.0045;186.198
04-05-2020_14-37-09-947;-21.7091;7.072788;14.273568;437.4945;349.2568;284.4455;251.6277;186.4371
04-05-2020_14-37-09-967;-21.7091;6.829255;14.256027;437.4945;350.9559;285.8246;251.3917;185.2275
04-05-2020_14-37-09-987;-21.7091;6.502271;14.024663;437.4945;349.6093;283.6045;251.3046;184.6384
04-05-2020_14-37-10-007;-21.7091;6.756961;14.286732;437.4945;349.7101;282.8504;251.2232;185.1274
04-05-2020_14-37-10-027;-21.7091;6.560471;13.578031;437.4945;349.2264;283.1482;251.0042;184.6873
04-05-2020_14-37-10-047;-21.7091;5.466265;13.751613;437.4945;350.0357;282.6601;250.972;185.2382
04-05-2020_14-37-10-067;-21.7091;4.970449;12.616504;437.4945;349.5105;283.3305;251.1009;184.6161
04-05-2020_14-37-10-087;-21.7091;5.029582;12.733073;437.4945;348.2306;281.2768;250.1458;184.2993
04-05-2020_14-37-10-107;-21.7091;4.641288;12.831701;437.4945;349.1576;281.2276;251.1169;184.1112
04-05-2020_14-37-10-127;-21.7091;4.641598;11.630013;437.4945;348.9658;282.082;251.71;183.6746
04-05-2020_14-37-10-147;-21.7091;4.166746;11.794733;437.4945;350.3326;281.7703;250.2445;185.3762
04-05-2020_14-37-10-167;-21.7091;4.525661;11.737687;437.4945;347.4187;281.5899;249.8878;184.5906
04-05-2020_14-37-10-187;-21.7091;5.194051;12.499827;437.4945;349.1589;282.5241;250.431;184.2894
04-05-2020_14-37-10-207;-21.7091;5.237621;12.364293;437.4945;349.5092;284.4997;251.2714;184.2405
04-05-2020_14-37-10-227;-21.7091;5.031467;13.448191;437.4945;347.9361;282.1002;248.9103;184.7719
04-05-2020_14-37-10-247;-21.7091;5.934696;13.515229;437.4945;349.3192;282.69;251.3209;185.5674
04-05-2020_14-37-10-267;-21.7091;7.079154;14.314238;437.4945;348.2351;279.9287;249.8234;185.0048
04-05-2020_14-37-10-287;-21.7091;7.747013;15.967851;437.4945;348.4859;282.0527;248.7449;184.9149
04-05-2020_14-37-10-307;-21.7091;8.383234;12.793604;437.4945;350.7251;291.3801;253.4513;184.1515
04-05-2020_14-37-10-327;-21.7091;8.449183;10.803345;437.4945;350.6009;293.1029;253.8329;184.9469
04-05-2020_14-37-10-347;-21.7091;8.289205;10.789817;437.4945;350.7477;292.3918;254.1052;183.4164
04-05-2020_14-37-10-367;-21.7091;9.153197;7.446405;437.4945;350.0131;301.8841;256.2542;182.3325
04-05-2020_14-37-10-387;-21.7091;8.802463;7.897139;437.4945;350.9034;303.3406;258.9315;182.9097
04-05-2020_14-37-10-407;-21.7091;8.408651;7.557873;437.4945;351.2115;303.3443;258.0926;182.9458
04-05-2020_14-37-10-427;-21.7091;8.206307;5.782354;437.4945;348.1337;305.8704;260.7587;182.4149
04-05-2020_14-37-10-447;-21.7091;7.595908;5.822438;437.4945;350.4946;302.6073;259.9292;181.7966
04-05-2020_14-37-10-467;-21.7091;7.540787;4.024188;437.4945;349.2301;306.33;260.9483;182.3461
04-05-2020_14-37-10-487;-21.7091;6.553711;3.579373;437.4945;349.5763;306.5164;258.3069;181.6284
04-05-2020_14-37-10-507;-21.7091;5.625188;2.865059;437.4945;348.9554;306.5065;260.169;182.1005
04-05-2020_14-37-10-527;-21.7091;5.206385;2.379306;437.4945;350.1312;307.2067;260.6744;182.2139
04-05-2020_14-37-10-547;-21.7091;5.940143;3.300066;437.4945;349.7767;306.4611;260.6707;182.4542
04-05-2020_14-37-10-567;-21.7091;5.981891;5.113385;437.4945;348.8706;303.3684;259.8414;183.6374
04-05-2020_14-37-10-587;-21.7091;6.087543;5.302901;437.4945;350.4459;306.397;261.3696;185.0259
04-05-2020_14-37-10-607;-21.7091;4.532297;13.608231;437.4945;348.3777;283.8638;253.1866;187.4246
04-05-2020_14-37-10-627;-21.7091;4.89394;16.09847;437.4945;348.1198;277.8191;247.6838;187.3262
04-05-2020_14-37-10-647;-21.7091;5.723505;15.096083;437.4945;346.794;277.1352;247.3447;186.9332
04-05-2020_14-37-10-667;-21.7091;6.366996;13.597566;437.4945;349.8022;282.9773;251.6133;186.82
04-05-2020_14-37-10-687;-21.7091;7.252733;8.518945;437.4945;348.1045;295.4386;255.2375;183.3348
04-05-2020_14-37-10-707;-21.7091;6.028176;14.771265;437.4945;349.3718;279.8162;248.5744;186.6355
04-05-2020_14-37-10-727;-21.7091;6.446011;13.177417;437.4945;349.6947;285.4565;252.0952;187.3792
04-05-2020_14-37-10-747;-21.7091;7.77226;10.852818;437.4945;350.2435;293.5714;256.8988;186.0084
04-05-2020_14-37-10-767;-21.7091;7.633479;12.088303;437.4945;350.3748;291.5892;255.625;185.1853
04-05-2020_14-37-10-787;-21.7091;6.781188;13.307624;437.4945;350.9712;288.3866;253.58;187.1222
04-05-2020_14-37-10-807;-21.7091;5.626823;15.797823;437.4945;350.1625;279.8225;249.5276;188.6666
