Time;Channel 1.1;Channel 1.2;Channel 1.3;Channel 1.4;Channel 2.1;Channel 2.2;Channel 2.3;Channel 2.4
02-05-2020_08-37-05-907;-10.950921;14.600139;6.615629;436.3906;205.9921;165.6908;150.5464;113.17955
02-05-2020_08-37-05-927;-11.095574;14.886911;7.393279;437.9474;205.5962;165.1019;149.6809;110.56975
02-05-2020_08-37-05-947;-10.845067;14.864914;7.432779;434.6618;205.0641;164.2152;149.8799;111.19658
02-05-2020_08-37-05-967;-11.125631;15.436566;7.917525;436.1193;204.5051;164.0474;149.6796;111.18875
02-05-2020_08-37-05-987;-10.866065;15.973058;6.974622;437.4301;205.8108;167.4238;152.9085;113.10696
02-05-2020_08-37-06-007;-10.801744;15.758703;7.488981;438.2235;206.2487;168.225;153.5814;113.03049
02-05-2020_08-37-06-027;-10.807578;15.943549;7.479368;439.2354;207.2193;168.7976;154.3083;114.16291
02-05-2020_08-37-06-047;-10.900758;15.954939;7.769994;435.5314;206.1973;168.7846;153.0217;113.13078
02-05-2020_08-37-06-067;-10.923803;15.512358;7.636886;436.515;208.4568;166.3119;152.3385;114.08784
02-05-2020_08-37-06-087;-10.893846;15.339598;6.713805;437.2642;206.4986;167.4029;152.1057;111.63884
02-05-2020_08-37-06-107;-11.073919;15.628046;6.468055;435.925;206.5761;166.635;152.1316;112.1283
02-05-2020_08-37-06-127;-10.635376;14.406837;5.980857;435.0102;206.8719;168.7945;154.0573;115.08652
02-05-2020_08-37-06-147;-10.525976;14.27612;5.827839;436.8188;206.0866;165.951;153.115;114.31698
02-05-2020_08-37-06-167;-11.007222;14.126966;5.655743;434.9837;206.0233;167.2443;153.3693;114.79262
02-05-2020_08-37-06-187;-11.05843;14.307078;6.567403;433.9982;205.7564;166.1568;151.9991;111.57896
02-05-2020_08-37-06-207;-10.692906;14.083497;6.389703;436.6831;205.2305;167.1122;151.5744;113.69746
02-05-2020_08-37-06-227;-10.919527;13.903694;6.170605;436.4462;206.3709;168.2131;153.5818;114.18626
02-05-2020_08-37-06-247;-10.986764;13.825667;6.356621;433.0583;206.6899;168.2936;152.2042;113.46851
02-05-2020_08-37-06-267;-10.580258;14.168808;5.982341;436.1995;206.7904;167.7878;151.7897;113.00654
02-05-2020_08-37-06-287;-10.694778;14.274115;6.048864;433.8972;205.8521;167.1324;151.7552;112.89048
02-05-2020_08-37-06-307;-10.734974;14.521883;6.406845;435.1907;202.4097;166.0745;150.6986;112.99207
02-05-2020_08-37-06-327;-10.998697;14.277333;6.94528;434.591;204.9905;166.737;150.2559;113.78204
02-05-2020_08-37-06-347;-10.9547;14.708624;6.919027;435.708;206.1639;166.468;151.8938;114.39413
02-05-2020_08-37-06-367;-10.780401;15.356839;6.488372;436.2694;203.7987;167.486;151.2565;111.51316
02-05-2020_08-37-06-387;-10.77219;15.703514;7.285176;434.4723;205.3173;167.614;150.3156;112.20946
02-05-2020_08-37-06-407;-10.533701;15.73226;7.208235;438.873;204.8192;167.7421;149.9943;112.36353
02-05-2020_08-37-06-427;-10.552476;15.557178;7.29357;435.4444;205.5502;167.8083;151.4836;112.42791
02-05-2020_08-37-06-447;-10.862692;15.362946;6.882022;439.0698;205.3289;167.9018;150.9755;112.231
02-05-2020_08-37-06-467;-10.847606;15.197916;6.762571;436.4228;204.2745;166.8496;151.6582;112.28607
02-05-2020_08-37-06-487;-11.128025;14.971714;7.027444;437.3959;203.7375;165.9097;150.1125;111.71467
02-05-2020_08-37-06-507;-10.847093;14.319995;6.63461;434.9104;204.3322;165.4598;150.313;112.53904
02-05-2020_08-37-06-527;-10.959773;14.532597;6.074415;438.0187;205.4208;165.3804;148.6935;111.74478
02-05-2020_08-37-06-547;-11.041188;14.762836;5.751717;434.1759;205.6829;167.0984;151.1859;113.34024
02-05-2020_08-37-06-567;-10.813595;14.09801;5.205194;435.8405;204.284;166.6452;150.5351;113.11683
02-05-2020_08-37-06-587;-10.618463;14.198074;5.44964;436.7312;204.5072;164.9845;149.919;111.83082
02-05-2020_08-37-06-607;-11.173204;13.674503;5.865473;433.5863;204.4732;165.1403;149.3986;111.10185
02-05-2020_08-37-06-627;-10.856848;13.907137;5.703511;433.9245;204.1314;165.1492;149.5188;111.04179
02-05-2020_08-37-06-647;-10.751452;14.319757;6.083274;437.6969;204.0404;164.288;149.2291;112.38329
02-05-2020_08-37-06-667;-11.107785;14.603843;6.632558;437.5075;203.9854;163.154;148.6927;112.84886
02-05-2020_08-37-06-687;-11.037221;14.592867;6.010078;434.5775;203.4345;164.1482;148.6039;112.21025
02-05-2020_08-37-06-707;-10.867557;14.621754;6.242865;435.0807;202.3161;164.5148;149.227;111.143
02-05-2020_08-37-06-727;-10.942133;15.654026;7.401591;437.7458;204.1046;165.4882;148.509;112.02721
02-05-2020_08-37-06-747;-10.757086;15.874434;7.423593;438.9962;202.8586;165.3556;150.7675;111.99161
02-05-2020_08-37-06-767;-10.636711;15.697489;7.319;438.159;204.9421;166.653;150.9391;111.58414
02-05-2020_08-37-06-787;-11.031711;15.198752;7.014639;435.2295;205.1612;168.0467;150.5022;112.36037
02-05-2020_08-37-06-807;-10.775815;15.626613;7.185515;436.0984;203.7824;164.6878;149.8879;111.57936
02-05-2020_08-37-06-827;-10.905566;15.67733;7.196048;438.7213;203.373;164.8734;148.6879;112.16891
02-05-2020_08-37-06-847;-10.808817;15.496027;6.955601;437.6209;204.5578;165.8768;150.412;112.67838
02-05-2020_08-37-06-867;-10.860483;15.258526;6.560739;434.6069;205.0283;167.7356;150.1507;113.13677
02-05-2020_08-37-06-887;-11.051792;14.870608;6.808316;437.9304;204.2241;163.8812;149.5622;110.80774
02-05-2020_08-37-06-907;-10.770429;15.13097;6.604374;437.0481;205.705;166.6489;149.6802;111.9246
02-05-2020_08-37-06-927;-11.059012;15.123609;6.659056;434.6366;204.6958;165.6052;150.6371;113.02102
02-05-2020_08-37-06-947;-11.103222;14.858248;6.436677;437.6476;206.2452;167.8917;150.4287;112.98281
02-05-2020_08-37-06-967;-11.067869;14.110611;5.999632;433.156;204.0471;166.7927;149.5072;112.98087
02-05-2020_08-37-06-987;-10.747725;13.7276;5.58901;435.5247;205.2845;166.954;151.2132;113.68645
02-05-2020_08-37-07-007;-10.845336;13.959604;6.238731;432.4818;205.6167;167.076;151.403;112.5711
02-05-2020_08-37-07-027;-10.948607;14.05441;5.904078;435.5002;205.1434;166.8355;150.2446;114.09713
02-05-2020_08-37-07-047;-10.963589;13.915216;5.95002;433.0359;208.1733;168.1696;151.3146;115.02415
02-05-2020_08-37-07-067;-10.665521;13.816978;5.16729;434.9021;206.4915;169.1549;153.1914;115.17279
02-05-2020_08-37-07-087;-10.984947;14.02668;5.562085;432.8822;208.9373;169.9253;153.7678;116.80939
02-05-2020_08-37-07-107;-10.747595;15.011968;6.473046;436.891;207.4451;168.3162;152.9715;114.59644
02-05-2020_08-37-07-127;-10.863797;15.32458;6.656362;434.7125;205.9907;167.6672;150.481;112.92247
02-05-2020_08-37-07-147;-10.575129;14.972837;6.905207;435.524;207.837;169.6704;153.4759;115.75642
02-05-2020_08-37-07-167;-10.951165;14.869699;5.955474;436.2546;208.0821;169.4494;154.3649;115.3761
02-05-2020_08-37-07-187;-10.974906;15.263236;6.918526;433.8661;207.3216;167.7757;152.6902;114.25745
02-05-2020_08-37-07-207;-11.027893;15.647177;7.102069;437.9594;207.0612;169.1006;151.3601;113.20185
02-05-2020_08-37-07-227;-10.876554;15.698133;7.519926;435.4404;205.6178;167.5923;152.1443;112.47998
02-05-2020_08-37-07-247;-10.642179;15.230343;6.894588;435.4231;206.8539;169.4904;152.3221;114.32853
02-05-2020_08-37-07-267;-10.887287;14.910031;6.199214;438.2117;208.3519;169.7272;154.3496;115.19651
02-05-2020_08-37-07-287;-10.889318;14.76087;6.367785;434.4198;209.464;170.6599;153.7122;115.20242
02-05-2020_08-37-07-307;-10.927719;15.385175;7.027678;436.6241;209.2149;171.068;153.2768;114.75797
02-05-2020_08-37-07-327;-10.777487;14.851863;6.931954;437.5978;206.507;167.67;151.3074;112.74277
02-05-2020_08-37-07-347;-11.122838;13.854185;6.110082;435.942;206.6593;166.0178;149.9163;112.15569
02-05-2020_08-37-07-367;-11.262192;14.105409;5.588409;433.7355;207.6596;170.0752;152.8188;115.04705
02-05-2020_08-37-07-387;-10.553922;13.991352;5.77631;436.8159;206.9095;167.6036;153.1923;113.81662
02-05-2020_08-37-07-407;-11.366376;14.211563;6.180591;437.693;206.2129;168.1057;152.0319;112.84583
02-05-2020_08-37-07-427;-10.891689;14.424386;5.991409;433.7494;206.8401;168.4165;153.1973;113.30751
02-05-2020_08-37-07-447;-11.038984;14.613383;5.58865;436.8453;207.0137;168.6415;152.9548;112.90321
02-05-2020_08-37-07-467;-10.900368;14.899666;6.090334;434.9076;209.7136;171.092;153.6624;113.2618
02-05-2020_08-37-07-487;-10.829632;14.735606;6.268396;436.4458;208.3057;167.8646;152.3487;112.86442
02-05-2020_08-37-07-507;-10.846932;14.912461;6.949155;436.8645;206.3229;167.3368;153.3841;113.46067
02-05-2020_08-37-07-527;-11.043447;14.808204;6.653428;434.6323;206.2442;166.21;150.9785;110.97413
02-05-2020_08-37-07-547;-10.914705;15.169133;6.475864;437.5746;207.6846;167.8955;153.3761;113.22862
02-05-2020_08-37-07-567;-10.821714;15.322323;7.061404;437.0114;206.7745;166.7584;151.5898;111.71358
02-05-2020_08-37-07-587;-11.08215;15.07739;6.735491;436.3345;206.82;165.9117;153.2294;113.57601
02-05-2020_08-37-07-607;-10.601693;15.573587;6.965273;438.8963;206.1716;165.9735;152.4244;114.06511
02-05-2020_08-37-07-627;-10.584805;15.433449;7.301279;434.9147;206.6513;165.1912;152.9522;114.10066
02-05-2020_08-37-07-647;-10.45689;15.865023;6.607473;438.2775;204.1134;165.8858;151.1028;110.66181
02-05-2020_08-37-07-667;-10.9133;15.761649;6.68563;434.7072;205.2891;166.2635;151.6989;111.68542
02-05-2020_08-37-07-687;-11.146697;15.265404;7.870543;436.351;204.4617;163.7528;149.6488;111.74421
02-05-2020_08-37-07-707;-10.744002;14.581477;6.386472;438.0215;204.7892;165.9039;152.9172;111.95667
02-05-2020_08-37-07-727;-10.888191;14.010283;5.564139;435.1616;206.12;164.7669;149.5776;111.10446
02-05-2020_08-37-07-747;-10.9719;13.873171;6.003208;434.9859;203.955;163.9793;149.5355;110.75844
02-05-2020_08-37-07-767;-11.178252;14.264914;5.830004;436.4717;205.3078;165.1943;151.9645;112.26875
02-05-2020_08-37-07-787;-10.710158;14.369131;6.058296;436.93;204.7826;166.4384;150.41;112.0603
02-05-2020_08-37-07-807;-10.947629;13.898734;5.471745;433.4528;202.9652;164.9674;150.6893;111.098
02-05-2020_08-37-07-827;-11.03421;13.665041;5.525905;432.7816;203.9005;163.7911;149.1536;110.21787
02-05-2020_08-37-07-847;-10.886085;14.271937;5.356238;435.121;202.7402;164.6185;150.6226;109.67712
02-05-2020_08-37-07-867;-10.88984;14.14402;5.975926;435.5479;203.4747;163.9838;149.8476;112.03489
02-05-2020_08-37-07-887;-10.965263;14.578359;5.850556;437.0384;203.9105;164.6191;150.1594;112.23979
02-05-2020_08-37-07-907;-10.712939;14.288934;6.05994;435.8695;204.0664;165.069;150.8551;112.57435
02-05-2020_08-37-07-927;-10.926666;14.501918;5.503697;434.5607;203.8488;165.5449;150.5173;111.45696
02-05-2020_08-37-07-947;-10.820499;15.111636;5.743736;437.09;203.4063;166.2484;152.3607;112.79203
02-05-2020_08-37-07-967;-11.042249;15.138369;6.417536;438.3867;203.6939;166.3055;151.96;112.47997
02-05-2020_08-37-07-987;-10.988909;15.254462;7.146873;435.854;203.6363;166.1938;148.8452;112.00567
02-05-2020_08-37-08-007;-10.594398;15.4934;6.773012;434.7923;204.8701;167.0267;151.9084;113.09171
02-05-2020_08-37-08-027;-11.230187;15.683185;7.457525;437.6341;204.0062;165.7882;151.4827;112.9673
02-05-2020_08-37-08-047;-10.874488;15.354736;7.346488;438.3371;204.6175;165.1529;149.7893;111.0167
02-05-2020_08-37-08-067;-10.915463;14.950124;7.076974;435.7405;205.9665;167.2268;150.0181;111.55619
02-05-2020_08-37-08-087;-10.769424;15.082803;6.527524;437.7842;207.0821;167.4916;151.2168;113.15054
02-05-2020_08-37-08-107;-10.478252;14.927972;6.0498;439.6885;204.5902;166.8113;151.0359;112.49586
02-05-2020_08-37-08-127;-10.891211;14.525344;6.116592;436.2859;205.6124;166.6309;150.7698;113.59267
02-05-2020_08-37-08-147;-10.87643;14.48516;6.717603;439.2439;204.8487;164.0793;149.1383;111.60322
02-05-2020_08-37-08-167;-10.790332;14.427917;6.718659;435.3912;207.4947;167.347;150.8828;112.89397
02-05-2020_08-37-08-187;-10.983123;14.507316;6.429154;434.3272;207.1117;167.8145;151.3664;112.384
02-05-2020_08-37-08-207;-10.929037;14.791172;5.980475;434.0384;208.2485;170.2948;154.1079;114.26559
02-05-2020_08-37-08-227;-10.901007;15.065635;5.808646;437.3357;207.0978;169.238;153.5608;113.60744
02-05-2020_08-37-08-247;-10.951885;14.890687;6.172406;433.1592;209.0797;169.5369;153.6079;111.9818
02-05-2020_08-37-08-267;-10.986365;14.184258;6.224568;435.8463;204.6718;167.2382;152.2355;112.01251
02-05-2020_08-37-08-287;-10.928975;14.368587;6.640424;435.5222;207.779;168.3843;152.1057;114.65408
02-05-2020_08-37-08-307;-10.907829;14.551484;5.970316;432.8573;209.6326;169.2803;153.8509;115.37227
02-05-2020_08-37-08-327;-10.865745;14.863592;6.75778;439.3797;208.6173;167.8452;152.1388;114.92876
02-05-2020_08-37-08-347;-10.657853;15.403655;7.021136;442.8849;209.336;170.8277;152.8315;113.57913
02-05-2020_08-37-08-367;-10.294346;15.63656;6.549648;440.2234;207.7374;169.4351;155.1359;113.80184
02-05-2020_08-37-08-387;-10.83124;15.645527;7.05965;437.902;209.246;168.7624;153.5946;114.3816
02-05-2020_08-37-08-407;-11.313497;15.546835;7.939372;435.4133;209.3657;167.4914;153.4233;116.24006
02-05-2020_08-37-08-427;-10.816251;15.352543;7.060959;440.2266;209.8116;169.871;156.3719;116.76003
02-05-2020_08-37-08-447;-10.437861;15.49612;5.356615;437.5114;208.7458;173.2721;157.208;114.35022
02-05-2020_08-37-08-467;-10.335712;15.757299;5.063437;436.3763;209.674;173.7519;156.9534;115.24375
02-05-2020_08-37-08-487;-11.735852;14.395076;9.271273;433.8486;208.7714;162.9591;149.2072;115.37954
02-05-2020_08-37-08-507;-13.334211;13.066197;13.669351;441.9444;209.4832;152.1322;144.113;119.60013
02-05-2020_08-37-08-527;-9.065396;15.288323;-0.1727376;428.3701;211.1215;186.7607;163.8996;113.09237
02-05-2020_08-37-08-547;-14.857948;11.552948;18.70205;445.1324;210.6343;140.8424;137.9481;121.19868
02-05-2020_08-37-08-567;-10.436109;14.707074;4.128588;438.3482;208.3038;171.1132;155.076;113.69344
02-05-2020_08-37-08-587;-10.914801;14.662596;5.540334;434.5768;209.6956;175.5741;155.368;114.57772
02-05-2020_08-37-08-607;-6.32475;16.47081;-6.997673;424.9249;208.6266;202.4777;172.2443;108.97001
02-05-2020_08-37-08-627;-8.518945;14.968241;-2.506301;429.5604;208.6594;186.7117;165.6711;114.33907
02-05-2020_08-37-08-647;-3.089711;18.45263;-19.39093;423.2095;203.6016;224.5259;185.9128;104.38897
02-05-2020_08-37-08-667;-12.611423;13.614869;11.873116;445.9125;208.9305;157.4862;146.1085;116.93423
02-05-2020_08-37-08-687;-13.062748;13.914259;13.325587;440.573;208.4967;156.0587;144.0199;116.38161
02-05-2020_08-37-08-707;-14.476896;13.170062;18.01726;445.4786;212.1132;143.4692;139.3483;121.17816
02-05-2020_08-37-08-727;-12.588614;14.089457;14.542347;439.3451;210.0351;158.4761;145.8804;118.02069
02-05-2020_08-37-08-747;-3.44093;19.65596;-15.08161;416.482;204.7258;224.0182;185.3645;105.69286
02-05-2020_08-37-08-767;-10.939453;15.854139;9.09728;436.3859;208.6821;171.1556;151.9321;113.61629
02-05-2020_08-37-08-787;-9.012584;16.80512;2.480769;432.9679;206.3175;183.6987;160.6442;112.35135
02-05-2020_08-37-08-807;-18.58119;10.508552;32.35816;446.8789;216.3861;114.44333;120.6748;127.64027
02-05-2020_08-37-08-827;-7.220584;16.99233;-5.915906;429.2285;208.4856;194.1625;170.2564;112.57101
02-05-2020_08-37-08-847;-8.957159;15.582671;0.177577;435.3892;207.073;179.4446;160.9215;112.32929
02-05-2020_08-37-08-867;-12.547578;13.767675;13.612733;439.2271;211.2215;157.1526;145.0584;116.82754
02-05-2020_08-37-08-887;-16.4061;11.729843;23.01512;448.1666;209.2856;126.29206;128.0537;120.48574
02-05-2020_08-37-08-907;-13.418971;13.479336;14.826345;441.3867;210.5753;154.1493;144.3375;119.58534
02-05-2020_08-37-08-927;-13.804904;12.457688;15.117619;436.8974;211.4105;149.7096;141.1924;118.72655
02-05-2020_08-37-08-947;-12.488438;13.347762;10.777347;443.9909;208.6361;159.3193;148.915;115.90585
02-05-2020_08-37-08-967;-6.501549;16.67004;-6.822593;433.3263;205.2148;198.6075;171.413;108.55637
02-05-2020_08-37-08-987;-11.11073;14.258308;6.522566;428.785;208.944;166.7689;150.5212;113.52197
02-05-2020_08-37-09-007;-11.581229;13.82681;8.6435;436.72;207.8182;163.2623;152.3653;116.13591
02-05-2020_08-37-09-027;-12.317848;13.466915;10.051558;441.7085;208.3092;160.5884;147.7626;116.24302
02-05-2020_08-37-09-047;-9.471819;15.220498;2.766909;430.4529;206.4374;175.5181;157.7545;113.3224
02-05-2020_08-37-09-067;-11.201694;14.903869;7.388851;432.3307;208.2129;163.9131;150.0788;113.66126
02-05-2020_08-37-09-087;-10.915189;14.872904;6.933608;436.4033;206.6094;165.4588;151.3895;113.18996
02-05-2020_08-37-09-107;-11.3396;15.067615;8.194112;434.1081;206.053;163.7828;147.9862;112.79735
02-05-2020_08-37-09-127;-10.403839;15.762893;6.323544;438.9321;207.0707;170.5878;153.2885;113.92517
02-05-2020_08-37-09-147;-11.089541;15.697593;9.169252;436.6697;205.3928;163.5935;148.9085;114.35617
02-05-2020_08-37-09-167;-11.318134;15.517145;8.627973;436.3949;205.6525;165.9711;149.9364;114.11754
02-05-2020_08-37-09-187;-10.669957;15.58161;7.066868;438.3917;205.9325;166.0124;150.3865;111.46226
02-05-2020_08-37-09-207;-11.011312;14.618588;7.166405;436.388;203.4686;164.2912;149.0635;110.70981
02-05-2020_08-37-09-227;-10.576619;15.53426;6.430602;438.5509;205.0207;166.4352;149.8236;111.25061
02-05-2020_08-37-09-247;-11.195722;15.641172;7.992931;436.9288;206.5753;166.0631;150.6197;113.67307
02-05-2020_08-37-09-267;-10.778205;15.224862;6.791743;438.5891;206.1217;166.5947;150.8951;112.79142
02-05-2020_08-37-09-287;-11.069913;14.603362;7.157593;436.2393;203.9093;162.8851;147.0109;111.06322
02-05-2020_08-37-09-307;-11.077672;14.050437;5.651377;436.469;205.5398;165.948;150.1194;111.56184
02-05-2020_08-37-09-327;-10.521665;14.038739;5.329301;437.0492;205.1641;167.0677;150.3204;111.80481
02-05-2020_08-37-09-347;-10.915593;14.470105;6.404335;435.4323;206.7939;166.553;152.0704;113.95996
02-05-2020_08-37-09-367;-10.918914;14.306903;6.435633;436.8475;206.0629;164.327;149.8108;112.39511
02-05-2020_08-37-09-387;-10.844086;13.933475;5.781425;437.0698;206.6997;166.1323;151.2421;110.86945
02-05-2020_08-37-09-407;-10.880689;13.616095;5.968953;436.6876;205.4332;164.9431;151.8222;112.12819
02-05-2020_08-37-09-427;-10.881386;14.20594;6.379837;436.8719;205.2335;166.0113;150.9404;112.53844
02-05-2020_08-37-09-447;-10.924638;14.761197;6.433536;438.5373;205.628;166.982;151.6184;113.67683
02-05-2020_08-37-09-467;-10.873547;14.71665;6.504651;438.1203;206.3736;168.981;153.0268;114.84299
02-05-2020_08-37-09-487;-10.57262;14.965183;6.28175;437.0052;205.8003;166.9649;152.8193;112.48947
02-05-2020_08-37-09-507;-10.668375;15.215485;6.457629;437.989;205.6964;167.4482;153.6972;112.48753
02-05-2020_08-37-09-527;-10.921279;15.143909;6.662442;438.3114;207.4983;168.315;151.3343;112.232
02-05-2020_08-37-09-547;-10.975217;15.120262;6.502134;437.1542;207.3993;166.8898;150.7996;114.56324
02-05-2020_08-37-09-567;-11.03078;15.012965;6.143633;438.4508;207.0891;167.5065;151.2788;113.64212
02-05-2020_08-37-09-587;-11.058674;14.935419;6.280566;438.5978;205.8458;166.0856;151.7577;113.8642
02-05-2020_08-37-09-607;-10.629342;15.115757;7.134237;436.6962;205.6596;165.6194;151.0945;111.76924
02-05-2020_08-37-09-627;-10.970612;15.627309;7.03146;438.433;205.7831;168.3101;152.5612;112.54934
02-05-2020_08-37-09-647;-10.752996;15.277586;7.015883;437.8589;208.2716;169.0097;154.1528;114.03274
02-05-2020_08-37-09-667;-10.864379;14.807214;6.536243;438.0599;207.4408;168.4369;153.1531;113.68291
02-05-2020_08-37-09-687;-10.820097;14.625113;5.722257;436.6385;209.3035;171.9272;153.1853;113.46287
02-05-2020_08-37-09-707;-10.027732;15.001807;3.991716;436.7194;205.6001;173.8465;153.2718;110.97445
02-05-2020_08-37-09-727;-8.643604;15.774497;0.4810677;435.7632;206.9241;184.0102;158.7791;110.24728
02-05-2020_08-37-09-747;-8.268227;15.446405;-1.332274;432.1105;207.4668;190.7569;163.4493;110.7207
02-05-2020_08-37-09-766;-10.168289;14.305216;2.972064;433.645;207.1542;177.2263;159.2042;114.55316
02-05-2020_08-37-09-786;-11.074153;14.272283;8.175957;439.0511;205.358;162.7063;150.5456;114.46867
02-05-2020_08-37-09-806;-13.177052;13.956244;14.012577;444.1667;203.1485;144.7262;140.8706;113.36342
02-05-2020_08-37-09-826;-12.294744;14.823735;11.540275;441.1247;205.6842;153.325;145.1866;113.77358
02-05-2020_08-37-09-846;-11.072935;14.945825;6.61281;436.948;207.8097;169.6027;155.2163;114.90513
02-05-2020_08-37-09-866;-10.555287;14.277973;5.927757;436.2504;208.315;169.0412;153.3612;114.64876
02-05-2020_08-37-09-886;-10.314539;14.952657;5.099167;437.8948;208.7213;170.1904;155.7593;112.77636
02-05-2020_08-37-09-906;-10.325378;15.239792;5.558422;437.0772;209.1831;172.1993;157.4003;114.40217
02-05-2020_08-37-09-926;-10.652441;15.946692;6.909005;437.9954;209.0983;170.0422;155.5336;113.50451
02-05-2020_08-37-09-946;-11.628846;14.78804;9.870552;441.221;208.2796;159.6587;148.6427;114.98469
02-05-2020_08-37-09-966;-12.202073;14.656775;9.734797;440.1167;207.1531;159.8168;149.9787;115.03519
02-05-2020_08-37-09-986;-11.308068;14.676564;8.360562;438.429;206.962;162.5699;152.0031;115.40433
02-05-2020_08-37-10-006;-10.518331;15.537541;6.389372;436.6638;208.1212;167.1804;154.4457;112.34488
02-05-2020_08-37-10-026;-10.738784;15.562373;6.212956;437.607;207.4314;168.8083;153.7201;112.66265
02-05-2020_08-37-10-046;-10.784002;15.352289;5.783075;436.305;208.1158;169.1265;155.9863;113.49273
02-05-2020_08-37-10-066;-11.309994;14.640276;6.854084;437.664;205.8165;162.9671;152.4082;112.60054
02-05-2020_08-37-10-086;-10.481266;14.571381;5.332643;435.7007;207.7368;168.4064;152.5555;112.16782
02-05-2020_08-37-10-106;-11.131307;14.104307;6.649879;437.1056;206.8006;164.4451;151.6816;111.83297
02-05-2020_08-37-10-126;-10.556851;14.13656;5.743909;436.8413;206.5036;165.3229;151.6358;111.61781
02-05-2020_08-37-10-146;-10.525961;14.6451;4.611199;435.9279;206.3643;167.386;151.7047;110.6036
02-05-2020_08-37-10-166;-10.649715;14.709648;5.590529;437.1944;207.4867;167.8874;153.8391;112.98922
02-05-2020_08-37-10-186;-10.92108;13.927946;6.933956;437.789;207.1862;164.8664;152.7618;113.56764
02-05-2020_08-37-10-206;-11.14512;13.886692;7.340588;438.0383;207.6998;162.4185;150.824;113.98071
02-05-2020_08-37-10-226;-10.910602;14.085238;5.553683;436.4157;203.3039;163.7741;150.1137;110.21816
02-05-2020_08-37-10-246;-11.099377;14.446468;5.38211;436.8416;205.3654;166.5684;151.392;110.56043
02-05-2020_08-37-10-266;-11.003723;14.719549;6.109076;438.0223;207.307;166.0194;151.6816;113.44927
02-05-2020_08-37-10-286;-11.136539;14.774042;6.428897;438.4105;205.7298;165.8497;152.0395;112.91212
02-05-2020_08-37-10-306;-11.240834;14.299342;7.005633;437.5267;205.4078;163.6454;151.6828;112.95659
02-05-2020_08-37-10-326;-10.951612;14.320657;6.113177;437.5743;206.1279;166.2305;151.8314;112.16131
02-05-2020_08-37-10-346;-11.103322;14.851049;6.070538;436.8615;204.7347;164.6224;150.6372;111.59711
02-05-2020_08-37-10-366;-10.618146;15.539289;5.766062;437.5468;204.4455;167.2925;151.2379;111.36531
02-05-2020_08-37-10-386;-11.36977;15.428282;7.807875;438.7029;203.9747;163.0766;148.7134;111.46277
02-05-2020_08-37-10-406;-11.102741;14.769067;7.559417;438.9421;205.5781;165.1888;150.9262;112.93464
02-05-2020_08-37-10-426;-11.058652;14.402966;7.059588;437.3512;206.7948;164.9405;151.5988;112.01999
02-05-2020_08-37-10-446;-10.562246;14.29364;4.457462;437.5383;207.0179;170.2866;151.6038;111.18011
02-05-2020_08-37-10-470;-10.979383;14.341435;6.573633;436.2334;207.7476;168.8963;154.7213;116.18375
02-05-2020_08-37-10-490;-10.249469;15.080138;3.478459;435.0916;208.5202;177.0927;155.2591;113.10684
02-05-2020_08-37-10-510;-11.043921;13.997596;6.589752;437.6908;206.7133;166.9674;151.4334;113.45962
02-05-2020_08-37-10-530;-9.930857;14.991708;4.045987;437.3587;207.0736;174.0487;156.1673;113.21882
