Time;Channel 1.1;Channel 1.2;Channel 1.3;Channel 1.4;Channel 2.1;Channel 2.2;Channel 2.3;Channel 2.4
02-05-2020_20-37-06-306;-11.824299;24.73761;9.292231;422.0484;266.9951;189.2537;183.3796;124.95565
02-05-2020_20-37-06-326;-12.42359;23.85177;11.832913;424.1427;267.4586;185.3371;181.9526;124.76456
02-05-2020_20-37-06-346;-13.58646;22.78642;16.63043;424.1594;266.3959;169.8751;176.727;128.0996
02-05-2020_20-37-06-366;-12.979255;23.02934;15.471906;425.6622;265.1337;173.5048;176.4539;126.75269
02-05-2020_20-37-06-386;-12.907506;24.1922;14.046957;423.5663;265.5196;178.5075;180.9611;126.52799
02-05-2020_20-37-06-406;-11.824097;24.94085;9.953011;423.1099;265.0571;189.4242;185.6029;124.16187
02-05-2020_20-37-06-426;-11.760482;23.92828;11.308147;422.8318;265.0615;188.2238;183.9554;124.14785
02-05-2020_20-37-06-446;-11.297342;23.90099;8.591443;423.9549;265.6;192.944;185.9134;123.77679
02-05-2020_20-37-06-466;-11.103739;23.71877;7.231489;420.424;264.4595;193.9364;186.4758;122.05246
02-05-2020_20-37-06-486;-10.766665;23.85415;6.227574;418.5734;264.3235;195.9128;187.9695;122.52723
02-05-2020_20-37-06-506;-11.091785;23.06839;6.70794;418.1571;264.4677;195.0577;187.6884;124.43349
02-05-2020_20-37-06-526;-11.524197;22.44898;6.647543;416.8943;265.3077;195.5066;187.7189;123.22674
02-05-2020_20-37-06-546;-11.415246;21.61216;6.25048;415.4001;266.5263;196.1053;188.5483;124.19279
02-05-2020_20-37-06-566;-11.48561;22.17035;5.318913;413.8946;264.9913;195.4988;187.6943;122.19206
02-05-2020_20-37-06-586;-11.659459;22.16451;5.711771;413.6138;264.9033;193.5111;185.6792;123.33963
02-05-2020_20-37-06-606;-11.714039;22.04096;6.196654;412.8192;265.1957;193.8604;185.594;123.15592
02-05-2020_20-37-06-626;-11.36714;21.7482;6.448194;414.6224;266.0675;193.6897;184.8864;123.74285
02-05-2020_20-37-06-646;-11.246915;22.5762;5.8055;414.2771;264.1671;194.2433;185.4707;124.23495
02-05-2020_20-37-06-666;-11.571095;22.95528;7.364889;419.5636;264.0342;190.2204;183.199;123.42301
02-05-2020_20-37-06-686;-11.136488;23.735;7.617708;416.9601;263.7915;190.6404;184.6047;122.75333
02-05-2020_20-37-06-706;-11.292692;23.70705;7.435046;416.1784;264.8075;193.1495;185.4431;122.89372
02-05-2020_20-37-06-726;-11.553348;23.30157;7.323696;416.2182;266.147;195.1073;185.907;124.02842
02-05-2020_20-37-06-746;-11.200827;24.59401;8.192233;414.2424;265.3435;194.7216;186.0937;123.75458
02-05-2020_20-37-06-766;-11.161558;24.76089;8.192608;416.2148;267.6784;196.0035;186.6836;124.84819
02-05-2020_20-37-06-786;-10.903008;24.14315;8.575108;415.2586;267.2702;194.9319;186.214;123.03312
02-05-2020_20-37-06-806;-11.01744;23.80833;8.120404;411.0775;266.0164;196.6325;186.8729;124.1323
02-05-2020_20-37-06-826;-11.534822;23.92637;7.149506;410.7134;265.0563;195.1418;187.2462;124.15845
02-05-2020_20-37-06-846;-11.240759;24.08421;7.82957;413.9924;264.9274;194.256;185.852;124.43048
02-05-2020_20-37-06-866;-11.320526;23.71706;7.243693;414.5154;263.8557;194.8619;185.2198;124.43726
02-05-2020_20-37-06-886;-11.458885;22.88031;7.886857;416.9613;263.8797;193.6373;186.6291;123.48648
02-05-2020_20-37-06-906;-10.950856;22.31063;6.456104;419.2844;266.1022;196.087;186.8254;124.51193
02-05-2020_20-37-06-926;-11.343327;22.50115;6.341903;416.7753;264.7725;195.418;186.2468;123.82404
02-05-2020_20-37-06-946;-11.245605;22.99589;6.029403;413.4947;267.169;196.9321;186.6853;123.67172
02-05-2020_20-37-06-966;-11.48071;22.08089;6.754652;418.018;266.0702;194.2967;185.0752;124.01315
02-05-2020_20-37-06-986;-11.63586;22.19285;7.834201;417.9534;266.3533;192.7788;184.0473;124.26617
02-05-2020_20-37-07-006;-11.46404;22.62247;6.581919;412.4429;264.3255;195.0239;185.6979;125.07995
02-05-2020_20-37-07-026;-11.605416;23.23284;7.341409;416.4017;266.1584;194.4439;185.3388;123.86762
02-05-2020_20-37-07-046;-10.952611;23.90426;6.117846;417.8473;267.1777;196.2931;186.797;124.18739
02-05-2020_20-37-07-066;-11.116212;24.05609;7.179863;417.7358;266.1387;194.185;185.4608;123.54984
02-05-2020_20-37-07-086;-11.058478;23.94593;6.829683;419.2845;266.0309;195.1402;188.454;122.76453
02-05-2020_20-37-07-106;-11.838534;23.99448;9.800609;414.7891;265.326;190.8539;183.9595;123.63091
02-05-2020_20-37-07-126;-11.729047;24.9702;9.900511;419.2243;264.3404;189.7775;183.4867;123.28409
02-05-2020_20-37-07-146;-11.395655;24.89994;10.01845;418.197;265.4494;192.4253;185.1946;125.10721
02-05-2020_20-37-07-166;-11.081157;24.86458;8.390379;419.3636;266.752;195.55;186.3811;123.31821
02-05-2020_20-37-07-186;-10.568258;25.33773;6.421664;418.9309;266.4411;198.31;188.7448;123.57164
02-05-2020_20-37-07-206;-11.858398;24.52041;9.537343;415.5037;266.0403;193.1983;185.6877;125.2028
02-05-2020_20-37-07-229;-10.088527;25.60726;3.482452;419.8043;266.7206;206.5406;190.7281;121.34316
02-05-2020_20-37-07-249;-7.677471;25.88443;-2.841313;410.5554;266.7373;224.1768;199.8334;119.61316
02-05-2020_20-37-07-269;-8.930677;24.63971;-1.278988;415.7554;266.9707;215.9003;196.3267;120.65959
02-05-2020_20-37-07-289;-7.019388;24.40137;-5.518704;412.5755;265.5021;226.2808;201.928;117.87721
02-05-2020_20-37-07-309;-10.34783;23.3373;2.681589;423.2932;266.6765;204.4991;188.6267;120.75014
02-05-2020_20-37-07-329;-11.204811;22.64971;4.120511;414.8956;265.2542;197.9018;188.9143;123.18855
02-05-2020_20-37-07-349;-12.536651;21.05228;10.796865;415.3208;264.6566;179.0995;179.5362;125.40101
02-05-2020_20-37-07-369;-13.911453;20.01329;13.004979;417.9525;265.573;174.379;176.134;128.3086
02-05-2020_20-37-07-389;-12.720001;21.12004;9.459393;415.9489;264.6283;182.1116;181.2055;125.9525
02-05-2020_20-37-07-409;-10.78298;22.84606;3.732315;413.429;266.6299;200.1975;190.1245;124.03455
02-05-2020_20-37-07-429;-12.749321;22.11323;10.832973;422.9536;264.8757;180.7242;179.949;125.6731
02-05-2020_20-37-07-449;-13.332489;21.37737;12.76973;423.3171;265.627;177.3922;177.6254;125.84884
02-05-2020_20-37-07-469;-9.863092;23.34845;2.504123;421.2782;266.5802;207.0415;191.7971;121.82236
02-05-2020_20-37-07-489;-12.675993;22.78558;12.300589;419.6065;265.3395;179.951;179.7145;126.55643
02-05-2020_20-37-07-509;-13.024206;23.92198;12.292112;422.8184;265.1347;181.4651;179.0339;125.33654
02-05-2020_20-37-07-529;-15.147859;22.64818;20.13738;423.0603;264.8688;160.9851;169.5787;130.0454
02-05-2020_20-37-07-549;-11.686357;23.99132;10.75208;419.7591;265.6229;190.1599;183.8404;125.02946
02-05-2020_20-37-07-569;-10.647597;25.24776;6.472206;420.6018;266.9588;200.1939;188.5493;123.89822
02-05-2020_20-37-07-589;-13.067461;23.81167;15.176333;418.062;265.0534;178.1051;179.1408;127.71832
02-05-2020_20-37-07-609;-7.515728;27.20154;-3.626841;413.4721;264.7136;225.3503;200.0863;117.58583
02-05-2020_20-37-07-629;-10.287323;24.73152;4.942646;420.4524;263.6936;198.2697;187.9935;122.13801
02-05-2020_20-37-07-649;-8.542667;24.64477;-1.331846;415.639;266.1495;217.2718;196.7209;119.78945
02-05-2020_20-37-07-669;-11.248025;23.38853;6.847094;419.3919;266.1173;194.8484;186.2613;123.91087
02-05-2020_20-37-07-689;-14.071731;21.56429;15.64358;419.0142;265.5356;168.9722;175.0821;126.77824
02-05-2020_20-37-07-709;-11.904375;22.63984;8.862151;417.1067;265.1094;187.833;183.5816;126.08881
02-05-2020_20-37-07-729;-14.108305;20.72708;14.912341;415.728;264.5328;169.6379;174.3079;127.54368
02-05-2020_20-37-07-749;-12.944511;20.98386;10.234447;411.526;265.8811;180.8302;179.4342;126.36008
02-05-2020_20-37-07-769;-8.247897;23.79919;-1.983167;411.0208;265.8417;215.1311;195.8698;119.24472
02-05-2020_20-37-07-789;-12.336883;22.23304;7.998588;414.8995;267.6452;189.5499;184.7374;125.11843
02-05-2020_20-37-07-809;-13.26164;21.82648;12.158976;415.5067;264.1052;176.2781;178.4581;127.54045
02-05-2020_20-37-07-829;-12.497838;21.81446;10.201024;420.1315;265.4747;181.8138;182.7183;124.54717
02-05-2020_20-37-07-849;-11.674266;23.09992;8.267848;416.5918;264.7878;190.1338;184.8792;122.80338
02-05-2020_20-37-07-869;-12.337729;23.69185;9.772228;417.9756;264.1796;186.5104;183.7254;125.75616
02-05-2020_20-37-07-889;-12.694855;24.42375;12.325596;415.3396;264.8974;183.9243;181.1559;125.54755
02-05-2020_20-37-07-909;-12.737297;24.39293;14.490466;419.585;265.1366;178.8193;178.4352;126.40884
02-05-2020_20-37-07-929;-10.795345;25.10598;8.526423;415.259;264.3353;196.5116;186.9974;123.27342
02-05-2020_20-37-07-949;-11.5938;24.71887;10.28079;421.4134;265.304;190.8345;184.9746;124.04047
02-05-2020_20-37-07-969;-10.963963;25.4391;8.000184;414.168;264.3848;196.6978;187.0874;123.34088
02-05-2020_20-37-07-989;-9.156046;26.51404;2.414221;416.0313;267.9848;214.6361;194.5323;121.82201
02-05-2020_20-37-08-009;-9.300153;25.67619;2.215263;414.2379;264.432;212.6788;193.7896;120.44916
02-05-2020_20-37-08-029;-9.249427;24.5528;1.88827;418.0883;265.4996;212.7881;193.2751;120.05648
02-05-2020_20-37-08-049;-10.554832;23.70501;5.449153;415.0952;263.3037;200.0156;187.7632;121.1958
02-05-2020_20-37-08-069;-11.463548;23.37956;7.727814;416.8705;264.4207;193.3263;183.3315;122.99445
02-05-2020_20-37-08-089;-10.235943;23.45151;3.656687;416.504;267.3705;202.9216;188.7899;122.38139
02-05-2020_20-37-08-109;-11.268918;21.94356;5.832616;416.2817;264.3174;193.7157;184.929;123.53712
02-05-2020_20-37-08-129;-11.215664;21.05069;5.030948;416.1223;265.2315;195.7436;187.4269;123.83195
02-05-2020_20-37-08-149;-11.282269;21.65045;5.894535;416.4947;263.3736;192.4221;184.1325;122.91277
02-05-2020_20-37-08-169;-11.424938;22.41737;6.491267;414.6582;263.4696;192.0525;185.8401;122.95836
02-05-2020_20-37-08-189;-11.314003;22.4616;6.50634;418.0277;264.9593;192.102;184.2498;122.24171
02-05-2020_20-37-08-209;-11.681691;22.13857;6.767189;420.6682;265.2276;193.5204;186.0962;124.99209
02-05-2020_20-37-08-229;-11.352859;21.99076;6.556849;419.8261;265.2044;193.4632;184.3685;123.16333
02-05-2020_20-37-08-249;-11.068054;23.51926;7.52947;421.4911;264.1132;193.9836;185.4629;122.84778
02-05-2020_20-37-08-269;-11.032545;24.285;8.090695;419.1259;264.5699;192.4443;186.1178;123.75059
02-05-2020_20-37-08-289;-10.683452;25.04334;6.252318;418.979;266.1686;198.8522;188.1303;123.53843
02-05-2020_20-37-08-309;-11.015017;24.40601;6.985764;420.5855;267.2509;197.5007;187.7194;125.26174
02-05-2020_20-37-08-329;-10.630852;24.69855;6.45535;417.9454;265.2663;197.8592;187.6007;123.05775
02-05-2020_20-37-08-349;-11.029957;25.07082;9.102377;420.4632;264.1327;192.0609;183.8992;122.46919
02-05-2020_20-37-08-369;-11.375423;24.32442;10.39949;421.5503;264.7366;189.7475;183.2857;123.40778
02-05-2020_20-37-08-389;-10.91211;24.65201;8.193562;416.21;266.0724;197.5438;186.1795;123.85607
02-05-2020_20-37-08-409;-12.048902;23.46227;8.919181;412.8596;265.7661;193.9208;186.3421;126.67712
02-05-2020_20-37-08-429;-11.240057;23.93774;7.671918;417.6527;265.7376;194.1914;186.4472;124.74003
02-05-2020_20-37-08-449;-11.627194;23.74719;8.230749;420.0545;264.1129;191.0201;185.1085;124.60126
02-05-2020_20-37-08-469;-11.105054;23.6189;6.693782;416.1976;265.6343;194.6074;184.664;122.3078
02-05-2020_20-37-08-489;-11.230343;22.38453;6.398473;416.3667;265.0706;194.0409;185.2085;124.01192
02-05-2020_20-37-08-509;-11.208021;21.9988;5.443682;411.8977;264.5554;195.2464;185.5203;124.75982
02-05-2020_20-37-08-529;-11.138908;22.40057;5.476209;414.6669;265.2896;194.6255;186.3607;123.96835
02-05-2020_20-37-08-549;-11.642259;22.16099;7.672782;416.935;265.8601;189.7099;182.8382;123.56178
02-05-2020_20-37-08-569;-11.455963;22.00135;7.400064;414.5808;265.9049;193.5588;185.4549;123.85055
02-05-2020_20-37-08-589;-11.460078;22.54199;7.065228;415.6216;266.5199;193.9851;185.0526;125.45264
02-05-2020_20-37-08-609;-11.623954;22.90214;7.426325;416.0768;264.289;193.6985;184.3437;124.08786
02-05-2020_20-37-08-629;-10.943718;24.1563;6.475549;417.8706;266.4786;197.6543;188.1339;124.28119
02-05-2020_20-37-08-649;-11.031686;24.75371;7.178504;416.0736;265.0088;197.1549;187.8402;124.87081
02-05-2020_20-37-08-669;-10.977895;24.38253;8.410112;416.3894;264.5568;195.2163;185.8179;123.36934
02-05-2020_20-37-08-689;-11.212808;24.48066;8.184778;417.0754;266.1593;195.8825;187.5148;124.83086
02-05-2020_20-37-08-709;-10.948276;24.70679;7.538675;416.0441;265.8124;198.3369;188.1504;124.12888
02-05-2020_20-37-08-729;-11.604742;24.86634;9.464168;418.4001;267.2178;193.6395;185.6792;125.59304
02-05-2020_20-37-08-749;-11.157244;25.11809;9.394109;418.2711;265.9941;193.8768;184.8932;123.7802
02-05-2020_20-37-08-769;-11.311444;24.9441;7.325502;414.8725;266.7478;197.5238;189.1652;124.18591
02-05-2020_20-37-08-789;-10.956479;24.34153;7.50491;418.3711;263.7356;196.8348;185.7291;122.97683
02-05-2020_20-37-08-809;-10.89737;24.55619;6.7071;416.2189;266.8612;198.7316;187.6968;124.714
02-05-2020_20-37-08-829;-11.301126;24.04177;8.464682;415.7164;267.8243;195.5713;188.3314;127.558
02-05-2020_20-37-08-849;-11.300716;23.0282;7.203042;417.0173;266.8616;196.531;188.9336;126.17422
02-05-2020_20-37-08-869;-11.547009;22.23068;6.24617;417.8779;269.4248;197.9076;190.0122;126.54235
02-05-2020_20-37-08-889;-11.438532;22.02662;5.25545;416.8951;267.9837;195.6701;186.8753;124.15582
02-05-2020_20-37-08-909;-11.565126;22.30902;5.75547;415.41;265.4259;195.2342;186.6654;123.77211
02-05-2020_20-37-08-929;-11.097297;22.10726;6.55643;419.6533;266.1637;195.5265;187.3871;124.28234
02-05-2020_20-37-08-949;-11.683043;21.7475;7.05987;418.9566;265.9798;193.3583;186.4468;124.49105
02-05-2020_20-37-08-969;-11.068249;22.05921;6.4825;415.8454;266.5075;196.348;186.9014;125.18633
02-05-2020_20-37-08-989;-11.38532;22.52433;6.869667;417.9627;265.173;193.6116;186.2624;124.57706
02-05-2020_20-37-09-009;-11.13366;23.52315;6.222624;419.407;265.7055;195.7564;186.8289;124.37334
02-05-2020_20-37-09-029;-11.418856;23.1937;7.485024;415.8078;265.5538;193.1407;185.7941;124.9316
02-05-2020_20-37-09-049;-11.038987;23.43675;6.84699;417.8271;266.5293;196.4153;188.4446;125.14207
02-05-2020_20-37-09-068;-11.221188;23.59315;6.840077;415.84;266.9894;196.8933;188.7021;125.23714
02-05-2020_20-37-09-088;-11.311318;24.2758;7.161626;415.6631;265.3568;195.8209;186.7448;123.52314
02-05-2020_20-37-09-108;-11.370755;24.66973;7.859598;415.1157;265.9534;195.6209;186.6155;124.65456
02-05-2020_20-37-09-128;-11.148836;24.59717;8.147755;415.6258;264.2356;196.6066;186.5671;124.56614
02-05-2020_20-37-09-148;-11.403954;24.16296;9.19555;410.5618;266.1032;195.0286;185.6329;124.81636
02-05-2020_20-37-09-168;-11.490656;24.33429;8.477345;413.7779;263.6192;192.4859;184.2877;122.15643
02-05-2020_20-37-09-188;-11.628946;24.27349;7.72562;415.276;265.6264;194.4214;186.5325;125.81347
02-05-2020_20-37-09-208;-10.840657;24.12817;6.698051;413.1138;264.8605;196.4635;186.0375;123.29742
02-05-2020_20-37-09-228;-10.80539;23.41188;5.90575;414.2007;264.7308;199.5359;186.0099;123.91476
02-05-2020_20-37-09-248;-11.37916;22.50948;6.2075;415.6522;265.4356;195.1081;185.7487;124.30888
02-05-2020_20-37-09-268;-11.155556;22.78078;6.62051;418.436;266.65;195.3122;185.9944;127.00294
02-05-2020_20-37-09-288;-11.291869;22.73146;7.043227;418.05;267.9607;195.7601;186.5808;124.72859
02-05-2020_20-37-09-308;-11.529424;22.79292;7.128385;415.3776;266.0531;194.4146;186.7687;124.50062
02-05-2020_20-37-09-328;-11.17515;22.30478;7.274674;414.6901;265.593;195.5361;186.306;124.85078
02-05-2020_20-37-09-348;-11.167478;22.56562;6.839336;414.426;266.0902;193.9217;185.0823;125.18009
02-05-2020_20-37-09-368;-11.276946;23.44743;6.059092;415.6558;264.7175;196.2225;186.1357;124.23949
02-05-2020_20-37-09-388;-11.612924;23.17955;7.484788;417.036;265.1195;193.2997;185.425;123.7817
02-05-2020_20-37-09-408;-11.001026;23.46078;7.897862;414.578;264.91;195.5285;185.9301;123.82795
02-05-2020_20-37-09-428;-11.233301;23.68522;7.246587;417.8869;266.8625;196.8126;187.7044;123.30886
02-05-2020_20-37-09-448;-11.326738;24.18978;7.449131;418.148;266.6168;199.0763;188.6713;125.4297
02-05-2020_20-37-09-468;-11.273032;25.00023;7.259007;416.5989;266.2403;199.3193;188.5152;125.61382
02-05-2020_20-37-09-488;-11.36329;25.01182;8.193732;420.5046;264.142;194.1215;185.825;123.23705
02-05-2020_20-37-09-508;-10.923082;24.44198;8.719342;417.1669;266.9391;197.1691;188.8872;124.44805
02-05-2020_20-37-09-528;-11.279946;24.50576;8.574431;418.8573;266.9855;195.5169;187.1833;125.33637
02-05-2020_20-37-09-548;-11.376478;25.07648;8.111686;421.0567;266.9634;197.414;188.333;125.3278
02-05-2020_20-37-09-568;-10.984956;24.93322;8.14522;416.644;265.9809;196.9204;187.919;125.46033
02-05-2020_20-37-09-588;-10.684213;24.59366;6.892337;418.5057;265.8217;198.4114;187.9412;123.95943
02-05-2020_20-37-09-608;-10.942444;24.13131;5.50964;414.0056;266.9349;201.978;189.8347;122.21561
02-05-2020_20-37-09-628;-10.343006;23.48631;5.328329;414.6878;265.8636;201.2496;189.2465;123.19978
02-05-2020_20-37-09-648;-11.168974;23.65803;5.648202;418.7142;266.5928;198.2376;188.4106;124.05555
02-05-2020_20-37-09-668;-11.571468;23.55907;5.397554;416.4701;266.5711;198.5724;188.993;124.39198
02-05-2020_20-37-09-688;-12.021372;21.87753;7.433421;419.0496;266.3437;191.0456;185.454;125.30074
02-05-2020_20-37-09-708;-11.902889;21.65254;7.903641;416.4509;267.7213;193.4627;184.2281;125.62955
02-05-2020_20-37-09-728;-11.107275;22.03515;6.218682;419.7976;267.3258;197.694;187.0875;124.51582
02-05-2020_20-37-09-748;-9.291323;23.79822;1.91759;413.4913;267.4577;209.866;195.0197;124.49783
02-05-2020_20-37-09-768;-10.222281;23.41237;3.063081;417.5408;268.0333;207.5828;192.1766;122.89581
02-05-2020_20-37-09-788;-9.909751;23.21507;1.925301;417.6107;267.5273;208.6487;193.4958;124.32493
02-05-2020_20-37-09-808;-9.136389;23.15041;0.3388133;415.1372;268.8847;212.6179;194.8739;122.60464
02-05-2020_20-37-09-828;-9.401224;24.74592;0.004122734;412.6822;269.0516;215.3092;196.8641;122.47493
02-05-2020_20-37-09-848;-10.225696;25.22452;3.488156;417.9969;268.505;206.3338;190.0175;124.16025
02-05-2020_20-37-09-868;-11.436215;24.14749;8.528286;419.3841;271.0714;196.3831;185.7863;127.37824
02-05-2020_20-37-09-888;-13.573615;23.14021;14.424241;421.6435;269.946;178.8082;179.9944;129.0324
02-05-2020_20-37-09-908;-13.669448;22.8731;15.709517;422.6671;266.8043;174.9425;177.3104;128.289
02-05-2020_20-37-09-928;-13.328352;23.60293;15.184507;420.4988;266.0319;176.3378;178.7352;129.1175
02-05-2020_20-37-09-948;-13.485703;23.7983;15.129231;421.5393;266.0113;175.7441;178.1801;128.8377
02-05-2020_20-37-09-968;-13.734915;22.477;14.847706;418.7885;265.7551;176.5972;178.0993;127.90667
02-05-2020_20-37-09-988;-12.33279;22.33341;11.546782;417.7553;265.9783;184.068;182.9347;127.9897
02-05-2020_20-37-10-008;-10.88763;23.42509;7.378594;416.6705;266.3786;195.5701;187.425;126.10789
02-05-2020_20-37-10-028;-10.742632;23.76716;6.496461;414.9173;267.0443;198.7122;187.8333;124.76191
02-05-2020_20-37-10-048;-11.140853;23.43264;7.001522;415.3854;267.6076;197.2352;188.2537;124.37698
02-05-2020_20-37-10-068;-11.342563;22.58754;7.161005;412.9034;266.9392;197.5397;187.5419;125.18291
02-05-2020_20-37-10-088;-11.44552;22.20949;6.860513;407.5904;269.6757;198.4165;189.6237;124.79335
02-05-2020_20-37-10-108;-11.375229;22.59214;6.839771;413.8376;264.4559;196.4679;188.6224;125.78091
02-05-2020_20-37-10-128;-11.42857;23.17265;6.437979;415.5057;266.4261;197.1918;186.0319;123.34985
02-05-2020_20-37-10-148;-10.702721;23.42994;5.497746;412.4184;268.9432;199.1339;187.7312;125.66692
02-05-2020_20-37-10-168;-11.170234;22.69267;6.069477;414.9674;266.7802;194.2757;186.0656;123.8991
02-05-2020_20-37-10-188;-11.441795;23.00798;7.076616;417.1347;266.5777;195.9598;185.2304;125.3518
02-05-2020_20-37-10-208;-11.235234;23.64253;7.779404;416.4771;268.7143;196.5463;186.1744;125.71663
02-05-2020_20-37-10-228;-11.422234;24.16686;8.820394;423.6567;266.8483;193.5795;184.7662;124.11602
02-05-2020_20-37-10-248;-11.360536;24.16373;8.497556;416.2426;268.329;194.644;184.9009;124.38219
02-05-2020_20-37-10-268;-11.389634;24.08242;8.267497;414.6879;268.408;196.4889;185.9137;125.55753
02-05-2020_20-37-10-288;-11.045741;24.2916;8.28881;418.4504;267.5855;196.0469;187.553;126.28321
02-05-2020_20-37-10-308;-11.519765;24.99831;8.679152;415.6727;266.8059;195.8451;186.8533;126.30743
02-05-2020_20-37-10-328;-11.453073;25.31747;8.408016;418.8;266.7803;194.1851;186.9761;124.38571
02-05-2020_20-37-10-348;-10.923683;24.32502;7.804259;417.2423;267.5884;197.3456;188.4948;125.16837
02-05-2020_20-37-10-368;-10.795629;23.71953;6.920753;417.656;269.1731;198.215;187.9037;125.03896
02-05-2020_20-37-10-388;-11.201388;23.62253;7.495523;418.9976;267.2654;195.7883;186.5111;123.83566
02-05-2020_20-37-10-408;-11.063536;23.6424;7.449796;420.3337;268.1163;196.7505;189.8979;126.52969
02-05-2020_20-37-10-428;-11.113394;23.39478;7.634691;415.6103;267.8843;196.97;186.377;125.23383
02-05-2020_20-37-10-448;-10.936065;22.29488;6.34039;417.6975;267.6857;196.6619;187.2073;124.5276
02-05-2020_20-37-10-468;-11.152845;21.94411;5.958413;418.4534;266.5807;194.5642;185.6238;124.46251
02-05-2020_20-37-10-488;-11.260589;22.5946;5.803653;416.6702;266.8436;196.3463;186.86;124.83663
02-05-2020_20-37-10-508;-11.294969;22.81955;5.893616;416.9486;268.6835;198.6447;187.4493;125.97179
02-05-2020_20-37-10-528;-11.767379;22.21642;6.79248;414.493;266.1224;194.466;186.6019;124.022
02-05-2020_20-37-10-548;-10.992377;21.58061;7.137072;419.8941;266.2179;195.3432;186.048;123.98005
02-05-2020_20-37-10-568;-11.372118;22.63906;7.32666;418.9654;265.5523;194.5925;186.1624;125.32006
02-05-2020_20-37-10-588;-11.456021;23.51817;6.971434;417.6715;266.3332;196.4087;185.9747;124.75588
