Time;Channel 1.1;Channel 1.2;Channel 1.3;Channel 1.4;Channel 2.1;Channel 2.2;Channel 2.3;Channel 2.4
03-05-2020_14-37-08-469;-9.006494;2.59194;2.294957;437.0678;196.8534;142.1976;111.3858;99.63136
03-05-2020_14-37-08-489;-9.057916;2.621711;2.437973;438.1046;198.4885;141.9349;112.6378;100.48426
03-05-2020_14-37-08-509;-8.632734;2.507721;1.821344;438.0529;198.0513;142.9837;111.77686;99.34549
03-05-2020_14-37-08-529;-8.774109;2.81822;1.974906;438.7158;198.0845;143.6772;113.28603;100.99461
03-05-2020_14-37-08-549;-9.121706;3.014959;2.127396;439.8178;198.7509;142.8394;112.89967;100.64291
03-05-2020_14-37-08-569;-8.488579;3.599127;1.818711;440.9851;200.8339;145.6121;114.69113;102.55872
03-05-2020_14-37-08-589;-9.222365;3.288561;1.796021;440.9933;198.3913;144.0508;112.93266;101.03647
03-05-2020_14-37-08-609;-8.833271;2.93677;1.878485;440.2465;198.355;144.8868;113.40923;100.19002
03-05-2020_14-37-08-629;-8.669905;2.656425;2.206439;440.0193;199.9302;146.7354;115.98325;101.71824
03-05-2020_14-37-08-649;-8.769642;2.73755;1.920504;440.3122;199.5189;144.0286;112.83845;101.69671
03-05-2020_14-37-08-669;-9.17203;2.761157;1.611317;439.5531;198.447;143.1767;111.38331;100.53049
03-05-2020_14-37-08-689;-8.973583;2.48394;2.34129;439.9427;197.9575;143.0579;112.00553;100.33986
03-05-2020_14-37-08-709;-9.350107;2.570934;2.327608;437.9221;199.0283;143.8867;112.68181;101.29585
03-05-2020_14-37-08-729;-9.174588;2.557896;1.646432;437.8385;195.777;142.2489;110.96422;99.18713
03-05-2020_14-37-08-749;-8.729028;2.880988;2.419066;438.2793;199.406;143.9246;113.46215;100.74563
03-05-2020_14-37-08-769;-9.027492;2.847694;2.18875;438.6652;199.3305;144.6095;112.65586;101.41973
03-05-2020_14-37-08-789;-9.113979;2.413029;2.614237;439.4245;200.0432;143.0349;113.71685;100.15855
03-05-2020_14-37-08-809;-8.816363;2.616454;2.701286;439.4438;199.6874;144.0521;113.15601;100.49085
03-05-2020_14-37-08-829;-9.096108;2.900592;2.438173;439.3769;197.8359;143.3081;110.69116;100.26228
03-05-2020_14-37-08-849;-9.160963;3.468137;3.4746;439.5395;198.3973;141.8967;111.77087;100.62378
03-05-2020_14-37-08-869;-8.590213;3.57398;2.663496;439.4068;198.0708;143.7017;112.39394;99.93333
03-05-2020_14-37-08-889;-8.933987;2.846515;2.86152;437.4886;198.862;142.2804;111.81645;99.23727
03-05-2020_14-37-08-909;-9.572416;3.117455;2.950468;438.1087;199.2586;142.4962;113.22131;100.03345
03-05-2020_14-37-08-929;-8.989527;3.195629;3.039318;439.9083;196.9757;142.421;112.88074;99.27838
03-05-2020_14-37-08-949;-8.660637;3.483039;3.597771;441.9659;197.5566;140.9669;111.66858;100.20267
03-05-2020_14-37-08-969;-9.248815;3.34293;3.281675;442.0427;199.4271;143.2316;112.7448;99.89267
03-05-2020_14-37-08-989;-8.866844;2.786129;2.994736;441.4821;197.3575;141.3197;111.79346;100.23866
03-05-2020_14-37-09-009;-8.822239;2.537673;1.99603;441.4686;194.8312;140.7014;111.19332;98.10431
03-05-2020_14-37-09-029;-9.170571;2.106281;2.214839;440.4399;198.9238;143.2336;112.98373;101.37381
03-05-2020_14-37-09-049;-8.781066;2.610763;1.109932;438.5663;199.6301;145.3694;113.60101;100.55757
03-05-2020_14-37-09-069;-8.6606;1.952717;1.681143;438.5356;195.8547;140.9724;109.75114;98.87199
03-05-2020_14-37-09-089;-9.059822;1.923739;2.481682;439.0362;200.1647;142.599;111.39478;99.80192
03-05-2020_14-37-09-109;-8.976769;2.244458;1.9747;439.2785;197.3463;142.6823;111.92455;99.97177
03-05-2020_14-37-09-129;-8.717922;2.523671;1.514978;440.0547;196.3925;143.3199;112.0248;98.55472
03-05-2020_14-37-09-149;-8.87114;2.945953;1.326301;439.9506;197.2359;141.6766;111.37315;99.0783
03-05-2020_14-37-09-169;-9.213334;2.336666;1.970204;437.905;197.9506;141.0006;112.94231;100.26867
03-05-2020_14-37-09-189;-8.438512;1.882907;1.87368;439.2395;197.0983;140.6383;111.78642;99.36684
03-05-2020_14-37-09-209;-8.975774;2.820725;1.660342;441.4236;196.999;143.6751;113.13405;99.64741
03-05-2020_14-37-09-229;-9.066772;3.013723;2.241395;440.4476;198.6809;142.3523;111.31317;99.06683
03-05-2020_14-37-09-249;-8.870911;2.760758;2.856032;442.2436;199.1511;141.0987;111.23101;100.92428
03-05-2020_14-37-09-269;-8.76815;2.913952;1.215113;441.3401;198.2916;144.9582;114.359;100.70849
03-05-2020_14-37-09-289;-8.744193;3.331071;0.03798676;438.7287;198.3527;149.4397;116.21497;100.46032
03-05-2020_14-37-09-309;-8.903646;3.222627;2.537037;440.2861;198.6961;142.988;112.73403;99.68189
03-05-2020_14-37-09-329;-8.372196;3.356219;1.115605;438.0607;195.9634;146.9358;113.72039;99.97639
03-05-2020_14-37-09-349;-7.18711;4.109741;-2.826859;437.5802;198.3176;155.7773;118.69138;98.08582
03-05-2020_14-37-09-369;-7.975889;3.249826;-0.9122443;437.279;201.3128;153.2155;118.47511;100.48787
03-05-2020_14-37-09-389;-6.907234;4.233536;-2.839782;437.2255;196.0361;155.646;117.7362;97.72055
03-05-2020_14-37-09-409;-9.032396;2.588033;1.588795;440.0345;199.7216;142.5148;112.34299;99.56022
03-05-2020_14-37-09-429;-7.088751;3.578982;-2.931501;437.7378;199.352;157.3233;119.1431;98.30421
03-05-2020_14-37-09-449;-8.485174;2.628669;0.7675066;441.2026;198.3903;149.3344;114.41036;100.50529
03-05-2020_14-37-09-469;-8.639467;2.910036;0.07675076;438.7158;197.713;148.3494;115.27882;99.9967
03-05-2020_14-37-09-489;-7.155382;3.659607;-3.37434;434.1792;200.0341;158.45;120.39705;99.45197
03-05-2020_14-37-09-509;-7.48649;3.11799;-0.7645564;435.1983;198.5151;154.0781;118.37791;98.66862
03-05-2020_14-37-09-529;-12.517777;0.8018195;11.844542;447.9607;199.1208;116.71825;100.81979;104.78008
03-05-2020_14-37-09-549;-10.609911;1.826792;5.961521;443.3434;199.954;132.9113;106.10781;103.03754
03-05-2020_14-37-09-569;-9.786395;1.971856;5.20173;438.2981;198.3525;134.9063;109.8247;103.47778
03-05-2020_14-37-09-589;-7.382195;3.648595;-2.395632;439.1288;199.4116;156.8254;118.63224;98.27225
03-05-2020_14-37-09-609;-8.133766;2.898975;-0.02869129;436.8719;198.5656;149.9994;116.32986;99.39289
03-05-2020_14-37-09-629;-7.135042;3.519835;-2.023476;433.9326;199.8793;156.7926;119.98085;98.22126
03-05-2020_14-37-09-649;-11.46604;1.599138;9.31101;442.5419;198.4089;125.98427;104.81581;103.10583
03-05-2020_14-37-09-669;-9.411697;3.146146;3.259579;439.8682;198.4895;142.3851;110.96628;100.5416
03-05-2020_14-37-09-689;-7.89988;3.750874;0.3357616;438.0229;197.8655;150.328;117.28146;99.22118
03-05-2020_14-37-09-709;-8.057397;4.317895;-0.7355695;436.9143;200.6057;151.5671;116.35697;99.20409
03-05-2020_14-37-09-729;-7.80254;3.843796;-1.533494;438.8563;198.7767;153.9668;117.0809;98.35476
03-05-2020_14-37-09-749;-11.197806;1.258935;9.770549;444.0402;197.4565;122.93236;104.59586;104.00159
03-05-2020_14-37-09-769;-6.352482;3.898447;-4.603345;436.5603;198.7896;163.5357;123.33064;96.91577
03-05-2020_14-37-09-789;-9.178884;3.072297;1.546574;439.9387;198.7396;144.2027;112.53813;99.35321
03-05-2020_14-37-09-809;-9.368924;2.097895;3.956911;443.1609;197.243;137.5245;108.70861;100.47139
03-05-2020_14-37-09-829;-9.613867;2.240728;3.19082;440.1133;198.5835;139.7676;112.03941;99.643
03-05-2020_14-37-09-849;-9.19561;2.312212;0.901053;437.6345;198.8713;142.6636;111.85683;98.92863
03-05-2020_14-37-09-869;-6.438824;3.537214;-4.382354;432.9272;199.3402;161.0349;121.38684;97.77533
03-05-2020_14-37-09-889;-9.554082;2.449861;4.004299;437.6851;196.0086;137.8163;109.57285;100.60484
03-05-2020_14-37-09-909;-12.758897;0.4178428;11.959603;445.2466;196.5965;114.49365;98.0289;104.37114
03-05-2020_14-37-09-929;-6.683586;2.967529;-2.785803;437.9692;196.5432;154.1406;118.44613;97.94983
03-05-2020_14-37-09-949;-6.978212;3.610406;-4.647539;436.878;198.3698;160.0177;120.58916;98.55483
03-05-2020_14-37-09-969;-7.032364;4.026914;-4.098262;438.0293;197.7293;158.0865;118.74396;96.57706
03-05-2020_14-37-09-989;-10.127429;2.084719;4.799056;440.0447;199.5176;133.8621;108.75837;100.93552
03-05-2020_14-37-10-009;-8.269284;3.201668;-0.175436;439.8097;197.9848;147.2399;115.90485;99.07418
03-05-2020_14-37-10-029;-8.273126;2.984126;0.6873117;437.0168;198.8162;149.5247;114.98697;99.8352
03-05-2020_14-37-10-049;-6.545451;4.113576;-4.39618;437.8644;198.7087;160.7876;119.2762;96.0919
03-05-2020_14-37-10-069;-7.013905;3.989684;-2.782941;437.0925;198.652;156.2545;119.34271;97.91427
03-05-2020_14-37-10-089;-8.199779;3.354885;0.09252977;438.2447;196.5601;149.6476;115.88647;97.34878
03-05-2020_14-37-10-109;-7.332945;3.581309;-2.985176;435.6962;198.943;155.988;118.24498;98.7827
03-05-2020_14-37-10-129;-10.79196;1.652317;6.291294;443.1077;198.8279;128.7879;106.61338;102.00513
03-05-2020_14-37-10-149;-10.039461;2.263032;3.548256;440.0566;199.3854;138.4155;110.07848;101.16198
03-05-2020_14-37-10-169;-9.660465;2.717339;3.518308;441.6023;196.6407;137.7719;108.53325;100.46162
03-05-2020_14-37-10-189;-9.391011;2.528765;2.497203;438.828;198.4151;144.0934;112.6577;99.67519
03-05-2020_14-37-10-209;-9.202692;2.540073;1.788124;436.9392;196.9855;143.5178;112.30328;100.63839
03-05-2020_14-37-10-229;-9.027486;2.648132;1.657065;437.2939;197.577;143.1009;112.12357;100.11263
03-05-2020_14-37-10-249;-8.640618;2.363161;1.7187;441.6349;197.7401;144.6073;112.52429;100.49349
03-05-2020_14-37-10-269;-9.358104;2.974336;2.261421;440.1009;199.4763;144.4558;113.33431;100.79378
03-05-2020_14-37-10-289;-8.582082;2.636486;0.8245754;437.5948;197.9938;145.6336;113.05332;100.06972
03-05-2020_14-37-10-309;-9.043303;2.520085;1.658117;438.4789;198.333;144.0041;112.95354;100.18401
03-05-2020_14-37-10-329;-9.000427;2.925513;1.780523;437.2664;197.5723;141.7272;111.62605;99.88891
03-05-2020_14-37-10-348;-9.012299;2.750568;1.867271;436.8824;197.8997;144.9386;112.15447;100.04293
03-05-2020_14-37-10-368;-8.677401;3.026454;0.7130795;437.0991;197.5282;145.439;112.27365;97.71227
03-05-2020_14-37-10-388;-8.747745;2.757831;1.566478;437.7295;197.3742;143.2584;113.12007;99.18581
03-05-2020_14-37-10-409;-8.842321;3.243594;2.097559;440.0836;198.1455;142.0152;112.29028;100.06707
03-05-2020_14-37-10-429;-9.571562;3.070532;3.14164;442.3569;198.0118;138.6308;109.9143;100.78152
03-05-2020_14-37-10-449;-8.709177;3.234759;1.50324;439.6612;198.2343;146.1507;114.34974;100.34334
03-05-2020_14-37-10-468;-9.360967;2.914017;3.107051;439.6331;197.769;141.2836;113.10066;99.47816
03-05-2020_14-37-10-489;-9.294604;2.610049;2.939223;440.5241;197.7812;140.6857;110.65425;100.16974
03-05-2020_14-37-10-508;-9.094197;2.969026;2.564052;441.4374;198.0259;140.0876;112.58571;99.53641
03-05-2020_14-37-10-528;-8.754944;3.185878;2.023017;441.1876;199.012;145.0241;112.94379;100.19262
03-05-2020_14-37-10-548;-8.822527;3.159502;2.066194;439.4805;199.9553;144.3946;114.41214;100.33883
03-05-2020_14-37-10-569;-9.005489;2.958135;2.948935;440.7781;197.096;140.9691;111.12219;99.18029
03-05-2020_14-37-10-588;-8.599097;3.558632;1.720009;440.3749;198.038;143.0863;111.68032;99.24799
03-05-2020_14-37-10-608;-8.655743;3.150521;1.521666;441.2917;197.5606;142.7285;112.37019;99.11021
03-05-2020_14-37-10-628;-8.968899;3.141241;1.762455;440.9236;197.7424;142.0518;112.05733;100.29759
03-05-2020_14-37-10-648;-9.525938;2.59361;2.64509;440.0662;194.8398;138.6166;109.36861;97.35012
