Time;Channel 1.1;Channel 1.2;Channel 1.3;Channel 1.4;Channel 2.1;Channel 2.2;Channel 2.3;Channel 2.4
01-05-2020_08-37-06-645;-11.898345;17.52706;15.060163;446.2852;290.9068;260.3308;237.2901;174.9591
01-05-2020_08-37-06-665;-11.869135;18.27612;14.297916;445.2652;290.7717;262.4234;240.0712;174.4434
01-05-2020_08-37-06-685;-11.667807;18.26904;15.316401;445.5809;290.914;261.2765;237.9773;173.9306
01-05-2020_08-37-06-705;-11.671737;18.14802;14.79718;444.4523;290.0383;262.5277;238.4996;173.8922
01-05-2020_08-37-06-725;-11.115121;17.80395;14.38777;443.6094;289.7981;263.2185;239.9834;173.8612
01-05-2020_08-37-06-745;-11.474412;17.63132;14.915266;444.4452;290.6585;261.9783;240.0114;175.7047
01-05-2020_08-37-06-765;-11.479556;17.58563;14.110961;445.0586;290.9872;263.8672;239.0738;174.5073
01-05-2020_08-37-06-785;-11.2149;16.82411;13.598353;443.9814;290.0041;263.5791;237.4315;172.8434
01-05-2020_08-37-06-805;-11.369831;15.579316;13.615988;441.3107;290.5582;261.3845;238.3417;173.9123
01-05-2020_08-37-06-825;-11.496408;14.841635;12.540349;439.7808;287.954;258.9661;234.688;171.0094
01-05-2020_08-37-06-845;-11.413825;15.130589;11.919477;439.6042;288.3857;260.2874;237.5492;173.6901
01-05-2020_08-37-06-865;-11.357725;15.083856;12.002834;441.589;288.465;261.3753;236.2875;171.5816
01-05-2020_08-37-06-885;-11.386771;15.456019;12.321405;442.5337;288.056;261.7151;237.5861;172.9947
01-05-2020_08-37-06-904;-11.709498;15.715287;13.358742;443.0606;289.3042;261.0332;238.2963;173.8313
01-05-2020_08-37-06-924;-11.82445;15.254229;12.891211;441.6853;287.0007;258.7012;234.8565;171.8531
01-05-2020_08-37-06-944;-11.554254;16.00722;14.428129;443.7844;289.9683;260.1293;237.1552;175.1983
01-05-2020_08-37-06-964;-11.79957;16.56556;14.323263;443.8648;289.4334;259.1986;237.1408;173.5152
01-05-2020_08-37-06-984;-11.855485;16.64538;14.741187;444.9001;290.0276;258.5878;236.3562;173.3187
01-05-2020_08-37-07-004;-12.26655;17.18618;15.55254;445.2703;287.2242;253.6151;233.3475;174.0938
01-05-2020_08-37-07-024;-12.322914;17.17051;15.214005;444.786;290.2051;256.218;235.0344;173.7217
01-05-2020_08-37-07-044;-12.127041;17.73011;15.49318;443.9944;291.0805;259.0366;234.8194;174.4027
01-05-2020_08-37-07-064;-12.14257;17.96361;16.03438;445.244;288.861;257.1854;236.0446;174.1689
01-05-2020_08-37-07-084;-12.13586;18.28974;17.57236;445.5392;290.034;257.25;236.1049;174.6719
01-05-2020_08-37-07-104;-12.341553;17.69504;17.42243;445.5471;290.8667;256.7121;236.4745;176.7869
01-05-2020_08-37-07-124;-11.369336;18.09855;14.82571;442.973;291.8587;263.315;239.1791;175.6682
01-05-2020_08-37-07-144;-11.747113;17.40486;15.115138;445.8017;291.9315;260.5809;238.0461;174.9137
01-05-2020_08-37-07-168;-12.068681;16.12013;13.921131;440.3904;290.2204;261.2059;237.0742;175.2941
01-05-2020_08-37-07-188;-11.055337;15.968933;11.487473;437.3844;290.7675;266.8911;240.6343;174.0672
01-05-2020_08-37-07-208;-12.078323;14.667702;14.317089;441.0525;290.2129;256.5048;234.7837;174.5047
01-05-2020_08-37-07-228;-11.43852;15.317307;11.971251;439.4213;293.4714;265.7116;240.9319;176.7542
01-05-2020_08-37-07-248;-11.649132;14.850227;14.281021;439.0157;288.8317;258.7092;237.4031;174.7335
01-05-2020_08-37-07-268;-11.124239;14.616029;13.563355;440.7994;291.3583;263.0795;240.948;175.6162
01-05-2020_08-37-07-288;-12.548784;13.822409;15.654651;442.0947;289.6242;256.0102;233.9819;176.4651
01-05-2020_08-37-07-308;-11.427904;14.924176;13.383236;440.1488;291.8281;263.3041;238.7271;176.9759
01-05-2020_08-37-07-328;-11.480301;15.517391;13.553432;439.192;291.0276;262.048;239.246;174.8172
01-05-2020_08-37-07-348;-11.933722;15.596811;13.592343;438.5785;289.7797;262.3938;236.6589;174.6349
01-05-2020_08-37-07-368;-11.189226;15.852217;12.728164;439.8695;291.3115;265.061;240.2525;175.2492
01-05-2020_08-37-07-388;-11.892521;16.0857;13.333668;441.9742;290.7555;262.5852;237.8703;175.6199
01-05-2020_08-37-07-408;-11.459435;17.32724;13.792085;445.966;292.5417;265.1319;239.7417;176.1593
01-05-2020_08-37-07-428;-12.017957;17.89859;15.839175;442.5078;292.0081;259.7732;236.3293;175.9117
01-05-2020_08-37-07-448;-11.758768;17.98078;14.721389;440.7128;292.7131;263.4871;239.2216;176.1956
01-05-2020_08-37-07-468;-11.830924;17.56825;15.645727;442.641;293.4968;263.8488;239.7131;177.0573
01-05-2020_08-37-07-488;-11.465704;18.03096;14.947968;446.035;292.6333;264.9337;241.8694;176.7742
01-05-2020_08-37-07-508;-11.525552;17.71857;14.385371;444.5433;291.8923;266.0599;241.6537;175.6963
01-05-2020_08-37-07-528;-11.421369;17.10404;14.798822;442.0769;294.7176;263.7857;240.7861;176.9058
01-05-2020_08-37-07-548;-11.489512;16.33361;14.64273;441.7388;293.2268;263.5931;240.5168;177.763
01-05-2020_08-37-07-568;-11.528522;15.458817;13.561393;441.4125;295.6564;264.6849;240.2754;176.3741
01-05-2020_08-37-07-588;-11.975447;15.837117;13.034145;443.785;294.5403;264.6065;241.3683;177.144
01-05-2020_08-37-07-608;-11.596401;15.470851;13.088114;438.5344;292.6134;263.2346;240.5856;176.6225
01-05-2020_08-37-07-628;-11.700754;15.382741;13.126806;439.781;294.1041;265.8266;242.9914;176.7627
01-05-2020_08-37-07-648;-11.933175;14.696774;13.22923;437.7591;292.6241;264.1116;238.4217;176.0177
01-05-2020_08-37-07-668;-11.630145;14.696833;13.810468;441.6367;293.4836;262.9161;239.3498;177.0236
01-05-2020_08-37-07-688;-11.769164;15.373565;13.407705;438.6163;292.6239;263.9387;240.9564;175.6864
01-05-2020_08-37-07-708;-11.711859;15.57248;13.700762;441.6203;292.4719;261.9295;239.2658;176.2272
01-05-2020_08-37-07-728;-11.756107;15.551627;13.141232;442.1031;292.882;261.7293;240.0898;175.2877
01-05-2020_08-37-07-748;-11.489944;15.540092;12.080792;437.2528;290.8172;264.101;237.9544;173.194
01-05-2020_08-37-07-768;-11.37129;16.74375;14.078806;445.214;293.6015;262.4407;238.6232;175.6958
01-05-2020_08-37-07-788;-11.724548;17.74022;14.204494;443.3882;292.7767;263.6869;240.5892;176.0458
01-05-2020_08-37-07-808;-11.396158;18.21934;15.072508;440.922;292.8053;263.7539;240.7478;175.6097
01-05-2020_08-37-07-828;-11.530174;18.01689;15.494251;443.4365;291.6408;260.6781;240.0476;174.9506
01-05-2020_08-37-07-848;-11.828012;18.0112;15.398585;446.0463;292.9219;262.791;239.9784;175.2344
01-05-2020_08-37-07-868;-11.827504;18.58895;16.25711;445.2051;292.4094;260.7334;237.5053;173.7796
01-05-2020_08-37-07-888;-11.646501;18.86589;15.629658;442.5772;290.1349;262.6768;239.4955;174.9421
01-05-2020_08-37-07-908;-11.536637;18.69779;15.155812;441.0579;290.6489;261.2905;238.5908;175.0804
01-05-2020_08-37-07-928;-11.944917;17.48731;15.052839;443.9788;290.3478;262.0252;238.5212;175.242
01-05-2020_08-37-07-948;-11.926185;16.87983;15.150474;441.1873;288.9318;259.0337;237.8044;174.5167
01-05-2020_08-37-07-968;-11.742148;16.90404;14.205164;440.8554;290.5389;261.7004;238.0924;174.1694
01-05-2020_08-37-07-988;-11.610206;16.45139;14.075133;440.9424;287.9037;260.1544;236.0865;173.0218
01-05-2020_08-37-08-008;-11.707656;15.890271;14.45882;443.731;289.4908;259.916;236.9958;173.8897
01-05-2020_08-37-08-028;-11.385921;14.752083;13.088981;441.8262;289.099;260.078;236.7085;172.2171
01-05-2020_08-37-08-048;-11.66718;15.267345;13.519735;440.7379;290.6116;260.9134;238.5244;174.7047
01-05-2020_08-37-08-068;-11.959942;15.146421;13.609225;441.1967;290.4175;260.2098;237.791;174.4878
01-05-2020_08-37-08-088;-11.908693;15.333672;13.271525;439.5438;288.6538;258.4163;235.9761;173.9155
01-05-2020_08-37-08-108;-12.198046;14.828634;12.467295;439.9251;289.0038;260.1064;237.1348;173.2892
01-05-2020_08-37-08-128;-11.487286;14.62737;11.957828;443.1927;290.4256;261.3068;237.1411;173.7331
01-05-2020_08-37-08-148;-11.585913;15.645782;12.673753;442.0363;290.7469;261.7455;237.7178;174.8788
01-05-2020_08-37-08-168;-12.027014;16.23534;13.471423;441.1791;289.1134;259.1839;236.9825;173.3794
01-05-2020_08-37-08-188;-11.701649;16.84312;14.348049;440.8055;289.0201;260.5675;237.2583;173.6606
01-05-2020_08-37-08-208;-11.564971;16.83539;14.072456;440.4958;289.5067;258.3051;236.6787;172.1064
01-05-2020_08-37-08-228;-11.589591;17.4172;14.746068;442.417;289.9689;261.2969;236.735;172.296
01-05-2020_08-37-08-248;-11.650841;17.86134;14.851165;443.8372;288.7363;259.8045;237.4758;173.1381
01-05-2020_08-37-08-268;-11.505952;17.85186;14.947051;445.623;290.4385;259.7043;237.8205;174.0922
01-05-2020_08-37-08-288;-11.929357;17.56428;14.704386;443.915;289.6499;259.29;237.121;173.9741
01-05-2020_08-37-08-308;-11.796611;16.85111;14.062261;441.0206;289.2415;260.1402;238.1387;174.1703
01-05-2020_08-37-08-327;-11.621994;17.36536;14.760363;440.8947;292.2344;261.6664;240.2099;175.881
01-05-2020_08-37-08-347;-11.829317;17.39161;14.95854;441.817;291.1589;260.6706;239.5965;175.7271
01-05-2020_08-37-08-367;-11.887454;17.5175;15.332617;445.5471;289.6833;258.7582;237.4045;172.9035
01-05-2020_08-37-08-387;-11.563329;16.33292;14.474855;438.7188;291.049;261.9582;239.331;174.7254
01-05-2020_08-37-08-407;-11.641364;15.825728;13.515124;442.5516;291.8613;261.8674;237.6637;174.2941
01-05-2020_08-37-08-427;-11.702815;15.889347;13.947483;440.5419;291.6711;262.2931;237.9137;173.5645
01-05-2020_08-37-08-447;-11.581198;15.546925;13.455406;438.9492;290.7424;259.7553;237.1735;172.8651
01-05-2020_08-37-08-467;-11.652264;15.45247;13.087429;437.7749;290.7747;260.395;235.7377;172.504
01-05-2020_08-37-08-487;-11.518255;15.074226;12.462269;439.7154;292.5228;261.9082;238.7976;174.3606
01-05-2020_08-37-08-507;-11.415904;15.319203;12.97123;440.4298;292.838;262.1038;240.725;176.0832
01-05-2020_08-37-08-527;-11.745666;16.31795;13.583185;442.674;292.3246;261.0878;239.7466;175.5451
01-05-2020_08-37-08-547;-11.642733;16.55172;14.526692;442.1314;291.6784;262.1383;239.3161;174.9672
01-05-2020_08-37-08-567;-11.809676;16.58934;14.575583;441.6932;292.9675;262.6417;240.1022;176.8807
01-05-2020_08-37-08-587;-11.728468;16.76858;14.799534;440.3349;294.3725;261.4903;240.4353;176.0778
01-05-2020_08-37-08-607;-11.647421;17.72782;14.54092;443.4385;293.9457;263.1624;241.4045;176.258
01-05-2020_08-37-08-627;-11.630177;17.94155;15.288565;445.9263;293.7996;263.31;240.1759;176.7287
01-05-2020_08-37-08-647;-11.676843;17.51638;15.071612;445.7827;294.0429;263.6173;240.1105;176.5039
01-05-2020_08-37-08-667;-11.551129;17.58166;14.02623;443.7353;294.0713;264.9526;242.5327;177.0367
01-05-2020_08-37-08-687;-11.445995;17.91186;14.974986;442.2337;293.3032;264.6544;240.7754;176.2489
01-05-2020_08-37-08-707;-11.623581;17.8743;14.788917;441.5873;294.4075;264.027;240.3442;176.466
01-05-2020_08-37-08-727;-11.453575;17.90253;15.700805;444.3863;292.5018;263.1385;239.5882;176.7389
01-05-2020_08-37-08-747;-11.498829;16.65256;15.21827;443.9678;294.1086;263.6095;240.3215;176.1887
01-05-2020_08-37-08-767;-11.347044;16.19286;13.731721;438.9025;292.8283;266.0002;242.2346;177.8216
01-05-2020_08-37-08-787;-11.444592;15.843179;13.59542;442.9424;291.2851;262.5758;238.6979;175.6267
01-05-2020_08-37-08-807;-11.739855;15.505131;13.449504;442.0185;292.7922;266.1654;242.3;176.9072
01-05-2020_08-37-08-827;-11.757808;15.031823;13.298881;439.4448;291.5676;263.9819;238.8096;175.8496
01-05-2020_08-37-08-847;-11.231325;14.5453;12.306188;439.2011;291.6053;264.2863;240.1866;177.3013
01-05-2020_08-37-08-867;-11.467584;14.760388;12.338096;439.4091;291.8244;265.2434;240.9538;175.1449
01-05-2020_08-37-08-887;-11.545619;14.733977;12.774397;439.6464;291.7628;263.298;240.23;176.4507
01-05-2020_08-37-08-907;-11.732075;15.601831;13.238676;439.3093;290.5526;263.6759;238.4798;175.2335
01-05-2020_08-37-08-927;-11.858789;15.926497;13.886985;440.6338;292.3882;264.7864;241.1842;176.3169
01-05-2020_08-37-08-947;-11.406996;15.792515;13.812264;440.5886;290.157;262.7208;238.3314;175.0475
01-05-2020_08-37-08-967;-11.657317;16.43035;13.431749;440.8646;290.4766;262.2509;237.5251;173.9956
01-05-2020_08-37-08-987;-11.517366;16.57438;12.931964;441.0894;294.9646;265.6308;242.2286;176.3045
01-05-2020_08-37-09-007;-11.508861;16.81701;13.311034;444.5372;292.5524;263.5756;240.998;175.1998
01-05-2020_08-37-09-027;-11.62536;17.45906;13.588658;443.3529;294.1536;265.3103;241.38;176.5317
01-05-2020_08-37-09-047;-11.391078;18.06188;14.42215;443.9474;290.5223;262.8517;238.8313;173.6511
01-05-2020_08-37-09-067;-11.54378;18.15065;15.196266;442.9918;291.8537;263.0628;239.0023;175.5869
01-05-2020_08-37-09-087;-11.686132;18.23321;15.149493;440.57;292.4617;264.4393;239.5471;175.384
01-05-2020_08-37-09-107;-11.673083;18.44907;15.643222;444.9507;290.8956;261.4552;237.8694;173.9173
01-05-2020_08-37-09-127;-11.717073;17.56001;14.991791;444.1591;290.4576;261.2818;238.7176;173.8798
01-05-2020_08-37-09-147;-11.551671;17.75359;14.551679;442.6461;292.9327;263.4132;239.3585;176.4285
01-05-2020_08-37-09-167;-11.832471;17.30283;13.840659;439.9036;291.5556;261.4465;239.0386;174.6302
01-05-2020_08-37-09-187;-11.777023;16.18623;13.982146;439.7149;291.9262;261.7357;240.6371;175.2875
01-05-2020_08-37-09-207;-11.704086;15.747893;13.863375;441.9639;291.9686;261.5672;238.1919;174.6563
01-05-2020_08-37-09-227;-12.057974;15.057899;13.309892;439.4005;291.7819;261.5191;237.9512;173.4165
01-05-2020_08-37-09-247;-11.743756;15.613896;13.487086;441.6633;291.8101;261.2932;239.5683;175.1572
01-05-2020_08-37-09-267;-11.779537;15.990979;14.418453;442.7093;291.7632;261.4665;237.2757;174.7025
01-05-2020_08-37-09-287;-11.98052;15.578091;14.860415;440.8543;290.4188;259.1113;237.3104;172.2824
01-05-2020_08-37-09-307;-11.85032;15.299176;14.773561;439.1335;290.4906;258.6823;238.0929;172.9252
01-05-2020_08-37-09-327;-11.65396;14.907212;14.05489;438.0991;288.7532;258.2308;236.6925;171.7028
01-05-2020_08-37-09-347;-11.682233;15.521001;13.042914;439.4892;292.2521;261.7458;238.5391;174.2473
01-05-2020_08-37-09-367;-11.98214;16.16113;14.029162;442.9042;291.7739;260.725;237.5883;174.2768
01-05-2020_08-37-09-387;-11.531445;16.31652;14.055493;442.5579;290.1473;259.2362;237.4521;174.4335
01-05-2020_08-37-09-407;-11.739202;16.82391;14.690431;441.1258;292.2815;260.6028;237.8018;174.7801
01-05-2020_08-37-09-427;-11.432585;17.63402;14.27249;441.2362;288.8407;259.5865;237.3282;172.9027
01-05-2020_08-37-09-447;-11.866961;18.03055;14.79425;441.5443;289.0672;258.1369;236.1127;173.3467
01-05-2020_08-37-09-467;-11.365123;18.29182;14.828316;444.1266;288.6039;259.654;236.4954;172.7736
01-05-2020_08-37-09-487;-11.363901;17.75312;14.747315;444.2502;289.1703;260.8905;237.1245;174.3467
01-05-2020_08-37-09-507;-11.549005;17.6438;14.417428;443.3888;288.7848;259.3637;236.5836;171.3053
01-05-2020_08-37-09-527;-11.310369;17.74832;13.310688;440.8768;286.8194;259.5138;236.225;171.329
01-05-2020_08-37-09-547;-11.630905;17.24429;12.866488;440.2684;288.0427;260.2194;237.0602;171.4477
01-05-2020_08-37-09-567;-11.667242;16.33527;12.843448;441.4759;287.2928;259.6654;236.7765;171.9653
01-05-2020_08-37-09-587;-11.367613;15.481685;13.230999;441.8931;288.1632;259.391;236.7476;172.1204
01-05-2020_08-37-09-607;-11.825987;16.07054;13.837304;441.264;289.7055;259.9946;236.5995;174.3505
01-05-2020_08-37-09-627;-11.871744;16.01936;14.38272;441.3254;288.0921;258.6963;236.6089;173.676
01-05-2020_08-37-09-647;-11.628185;15.587317;14.788402;439.4866;289.3889;258.4664;235.6374;173.4949
01-05-2020_08-37-09-667;-11.645082;15.746624;14.793114;438.1653;290.3362;260.1607;237.7335;174.6741
01-05-2020_08-37-09-687;-11.447528;15.291926;14.301958;443.1028;286.779;258.6556;236.0143;173.493
01-05-2020_08-37-09-707;-11.872261;15.799843;14.543071;440.6333;290.0053;260.964;236.4483;175.0602
01-05-2020_08-37-09-727;-11.639817;16.32385;13.6566;440.2319;287.5375;258.3764;235.8131;174.5498
01-05-2020_08-37-09-747;-12.110855;16.39023;14.555351;440.8413;288.3258;258.892;237.0547;172.997
01-05-2020_08-37-09-767;-11.411993;16.17536;13.583063;439.7057;287.8347;258.3372;235.9309;172.4375
01-05-2020_08-37-09-787;-11.66731;16.68271;13.986778;442.9931;286.728;260.0671;235.4327;172.882
01-05-2020_08-37-09-807;-11.66823;17.20729;14.844187;443.757;289.4084;262.3959;237.8018;174.4148
01-05-2020_08-37-09-827;-11.692869;18.30395;15.32364;442.9888;291.3614;263.352;239.2485;175.7543
01-05-2020_08-37-09-847;-11.517807;18.29027;15.070919;441.3927;292.7591;264.8323;240.5435;176.1562
01-05-2020_08-37-09-867;-11.524702;17.40706;14.987619;441.0897;291.6073;263.5979;240.1514;176.171
01-05-2020_08-37-09-887;-11.801243;17.17485;15.068071;444.9796;289.2172;259.7171;237.1547;173.4708
01-05-2020_08-37-09-907;-11.879068;16.83317;14.121791;443.9494;291.0829;262.2183;237.5101;174.5252
01-05-2020_08-37-09-927;-11.936102;17.03998;14.133438;442.0765;290.8902;262.753;237.6932;173.7973
01-05-2020_08-37-09-947;-11.590563;17.2006;14.299691;440.3771;291.4373;262.1968;239.5765;176.0307
01-05-2020_08-37-09-967;-11.449511;16.31759;13.511389;440.7873;292.1809;262.6099;240.166;176.0188
01-05-2020_08-37-09-987;-11.834012;16.19405;13.732354;443.5872;291.4797;262.2236;238.626;174.8935
01-05-2020_08-37-10-007;-11.65062;16.09393;13.945691;443.7471;292.2478;262.9701;240.7412;176.2928
01-05-2020_08-37-10-027;-11.585011;15.860892;14.08836;440.2625;296.3889;263.8664;240.9264;177.5774
01-05-2020_08-37-10-047;-11.572729;16.00827;13.784212;439.0438;292.1296;263.9599;239.7736;175.2791
01-05-2020_08-37-10-067;-11.489205;15.436033;13.833133;439.9362;293.0026;263.3453;241.2034;176.4133
01-05-2020_08-37-10-087;-11.190092;15.262527;13.821444;443.1122;292.4999;261.4896;238.8255;175.1132
01-05-2020_08-37-10-107;-11.757634;15.499262;13.726982;442.4795;293.8505;262.1645;238.7236;175.7282
01-05-2020_08-37-10-127;-11.934186;15.74883;13.910633;439.1309;293.6795;263.8116;241.8161;175.5549
01-05-2020_08-37-10-147;-11.466596;15.594102;13.384967;442.3745;295.4628;265.2131;241.6419;176.2383
01-05-2020_08-37-10-167;-11.762721;16.45859;14.860524;441.113;293.4802;262.8204;240.8694;175.737
01-05-2020_08-37-10-187;-11.770576;17.6625;15.47166;443.26;294.3598;266.3152;241.7501;176.7907
01-05-2020_08-37-10-207;-12.060143;18.34191;16.23187;441.9258;291.2926;262.0747;238.7047;174.7972
01-05-2020_08-37-10-227;-11.769073;18.12275;15.313701;443.5339;293.6077;263.5608;240.7203;177.0432
01-05-2020_08-37-10-247;-11.798901;17.37923;14.842973;442.279;292.7551;262.7127;240.1886;175.1311
01-05-2020_08-37-10-267;-11.619856;17.72228;14.747459;443.5194;293.5813;263.0959;240.6518;175.0778
01-05-2020_08-37-10-287;-11.582322;18.76335;14.877584;441.4568;295.7738;267.1857;242.1753;176.7037
01-05-2020_08-37-10-307;-11.795197;18.43082;15.1248;444.0729;292.1672;263.7913;239.2613;174.7274
01-05-2020_08-37-10-327;-11.431592;17.40005;14.480517;442.8179;291.8175;264.0708;238.1288;175.0485
01-05-2020_08-37-10-347;-11.952404;16.6823;14.082824;442.4942;292.8482;261.8862;239.7136;175.1836
01-05-2020_08-37-10-367;-11.97744;16.87986;14.540451;442.8299;293.0907;263.0097;240.5116;175.5063
01-05-2020_08-37-10-387;-11.727051;16.96682;14.879431;440.3577;295.2213;265.204;241.6294;176.1417
01-05-2020_08-37-10-407;-11.767434;16.1602;14.398924;440.0961;293.4134;262.6295;239.4492;175.9192
